#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.342432            -0.342432                    0
                   2           -0.342932            -0.342682          0.000176777
                   3           -0.342672            -0.342679          0.000117883
                   4           -0.341392            -0.342357          0.000292265
                   5           -0.339968            -0.341879          0.000487137
                   6            -0.34116            -0.341759          0.000420436
                   7           -0.342056            -0.341802          0.000362504
                   8           -0.343464            -0.342009          0.000372005
                   9           -0.340224            -0.341811          0.000379906
                  10            -0.34134            -0.341764          0.000344824
                  11           -0.339812            -0.341587          0.000356223
                  12           -0.342116            -0.341631          0.000329259
                  13           -0.340396            -0.341536          0.000317333
                  14           -0.341764            -0.341552          0.000295085
                  15           -0.340464            -0.341479          0.000284188
                  16           -0.342768             -0.34156          0.000277602
                  17           -0.340656            -0.341507          0.000266317
                  18           -0.341376              -0.3415          0.000251621
                  19           -0.341276            -0.341488          0.000238653
                  20            -0.34146            -0.341486          0.000226724
