#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             97.4368             97.4368                   0
                   2             94.0056             95.7212             1.21312
                   3             95.3101             95.5842            0.816451
                   4             93.5852             95.0844            0.749844
                   5             94.3751             94.9426            0.613147
                   6             97.9718             95.4474            0.688106
                   7             94.2217             95.2723            0.611677
                   8             93.2858              95.024            0.583448
                   9             96.9272             95.2355            0.555621
                  10             98.4794             95.5599            0.587168
                  11             96.8702              95.679            0.545738
                  12             96.7723             95.7701            0.507808
                  13             98.1697             95.9547            0.501172
                  14             98.7959             96.1576            0.504793
                  15             97.0655             96.2181            0.474755
                  16             95.6845             96.1848            0.446253
                  17             99.6584             96.3891            0.464433
                  18             96.0146             96.3683            0.439097
                  19             97.6482             96.4357            0.421122
                  20              93.387             96.2832            0.426763
