#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1            -0.64156             -0.64156                    0
                   2           -0.643744            -0.642652          0.000772161
                   3           -0.641632            -0.642312          0.000584858
                   4           -0.641516            -0.642113          0.000471284
                   5           -0.643224            -0.642335          0.000426202
                   6            -0.64246            -0.642356          0.000355675
                   7           -0.641988            -0.642303          0.000308725
                   8           -0.641284            -0.642176          0.000295264
                   9           -0.640236             -0.64196          0.000331942
                  10           -0.640284            -0.641793          0.000338444
                  11           -0.641024            -0.641723           0.00031481
                  12           -0.641564             -0.64171          0.000288854
                  13           -0.643404             -0.64184          0.000294575
                  14           -0.641348            -0.641805          0.000275622
                  15           -0.641084            -0.641757          0.000261403
                  16            -0.64416            -0.641907          0.000284969
                  17           -0.644224            -0.642043          0.000299028
                  18           -0.641484            -0.642012          0.000284025
                  19           -0.641816            -0.642002          0.000269264
                  20           -0.644984            -0.642151          0.000294202
