#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.408364            -0.408364                    0
                   2             -0.4074            -0.407882          0.000340825
                   3           -0.408996            -0.408253          0.000378884
                   4            -0.40788             -0.40816          0.000295435
                   5           -0.406584            -0.407845          0.000367888
                   6           -0.408496            -0.407953          0.000322185
                   7           -0.407752            -0.407925           0.00027744
                   8           -0.406576            -0.407756          0.000289476
                   9             -0.4067            -0.407639          0.000280084
                  10           -0.407756             -0.40765          0.000252321
                  11           -0.407656            -0.407651          0.000229383
                  12           -0.407004            -0.407597           0.00021651
                  13           -0.408104            -0.407636          0.000203338
                  14           -0.407292            -0.407611          0.000190293
                  15           -0.407292             -0.40759          0.000178794
                  16           -0.408716             -0.40766          0.000180937
                  17           -0.408372            -0.407702          0.000175067
                  18           -0.407196            -0.407674          0.000167586
                  19           -0.408464            -0.407716           0.00016384
                  20           -0.405736            -0.407617          0.000183126
