#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1               6.862               6.862                   0
                   2             6.88337             6.87269          0.00755385
                   3             6.88971             6.87836          0.00684337
                   4              6.9232             6.88957           0.0109803
                   5             6.98447             6.90855           0.0191148
                   6             6.79121             6.88899           0.0239262
                   7             6.84463             6.88266            0.021331
                   8             6.89456             6.88414           0.0187164
                   9             6.84625             6.87993           0.0171038
                  10             6.87417             6.87936           0.0154031
                  11             6.80371             6.87248            0.015462
                  12             6.80876             6.86717           0.0150578
                  13             6.82788             6.86415           0.0141997
                  14             6.82337             6.86123           0.0134808
                  15             6.90304             6.86402            0.012867
                  16             6.76906             6.85809           0.0133616
                  17             6.80895              6.8552           0.0128845
                  18             6.78728             6.85142           0.0127091
                  19             6.94808             6.85651           0.0130186
                  20             6.76942             6.85216           0.0130756
