#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.845984            -0.845984                    0
                   2           -0.845192            -0.845588          0.000280014
                   3           -0.841156            -0.844111            0.0012206
                   4           -0.841744            -0.843519           0.00104909
                   5            -0.84326            -0.843467          0.000840553
                   6           -0.841812            -0.843191          0.000744354
                   7           -0.843096            -0.843178          0.000638143
                   8             -0.8465            -0.843593          0.000680211
                   9           -0.841372            -0.843346          0.000647852
                  10           -0.840772            -0.843089          0.000632144
                  11           -0.845484            -0.843307          0.000611029
                  12           -0.843728            -0.843342          0.000561118
                  13           -0.845228            -0.843487          0.000536389
                  14           -0.841536            -0.843347          0.000515856
                  15           -0.841776            -0.843243          0.000491989
                  16           -0.844048            -0.843293          0.000463807
                  17           -0.841192            -0.843169          0.000452691
                  18           -0.840912            -0.843044          0.000444574
                  19           -0.842724            -0.843027          0.000421494
                  20           -0.845388            -0.843145          0.000416621
