#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             22.4433             22.4433                   0
                   2             22.2805             22.3619           0.0575575
                   3             22.9919             22.5719            0.175712
                   4             22.5553             22.5677            0.131833
                   5             21.7958             22.4134            0.173759
                   6             22.0199             22.3478            0.156683
                   7             21.6773              22.252            0.160932
                   8             21.2034             22.1209            0.186712
                   9             21.9259             22.0993             0.16722
                  10             21.5454             22.0439            0.159407
                  11             22.9534             22.1266            0.164971
                  12             22.3808             22.1477            0.152579
                  13             21.4974             22.0977            0.148816
                  14             21.9228             22.0852             0.13871
                  15              22.916             22.1406            0.140083
                  16              22.558             22.1667            0.133735
                  17             21.5216             22.1288            0.131141
                  18             23.0023             22.1773            0.132531
                  19             22.6078             22.1999            0.127478
                  20              22.206             22.2002            0.121104
