0 5.44982 0
1 5.46884 0.0190223
2 5.45962 0.0143416
3 5.46805 0.0131882
4 5.45842 0.0140414
5 5.45425 0.0121968
6 5.44834 0.0118836
7 5.44618 0.0105168
8 5.44726 0.00933777
9 5.45104 0.00917093
10 5.4514 0.00830287
11 5.45213 0.00761523
12 5.4553 0.0076879
13 5.45456 0.00715578
14 5.45304 0.00683287
15 5.45028 0.00696263
16 5.44677 0.00742225
17 5.44688 0.00699859
18 5.44917 0.00700625
19 5.45001 0.00669872
20 5.44842 0.00656636
21 5.45072 0.00666931
22 5.44854 0.00673432
23 5.45067 0.00678979
24 5.4485 0.00686534
25 5.44993 0.00674926
26 5.45164 0.00671684
27 5.4512 0.00648745
28 5.45014 0.00634861
29 5.45227 0.00649164
30 5.45251 0.00628344
31 5.45311 0.00611262
32 5.45231 0.00597758
33 5.45333 0.00588842
34 5.4536 0.00572396
35 5.4542 0.0055955
36 5.45453 0.00545215
37 5.45597 0.00549692
38 5.45667 0.0053997
39 5.45765 0.00535326
40 5.45651 0.00534368
41 5.4576 0.00532728
42 5.45711 0.00522474
43 5.45662 0.00512829
44 5.45714 0.00504001
45 5.45621 0.00501592
46 5.45626 0.00490829
47 5.45653 0.00481238
48 5.45647 0.00471349
49 5.45572 0.00467874
50 5.45529 0.00460599
51 5.45528 0.00451657
52 5.45549 0.00443539
53 5.4559 0.00437201
54 5.45587 0.00429186
55 5.4553 0.00425316
56 5.45505 0.00418524
57 5.45486 0.00411707
58 5.455 0.00404913
59 5.45551 0.00401405
60 5.45506 0.00397299
61 5.45497 0.00390952
62 5.45509 0.00384877
63 5.45447 0.00383864
64 5.45461 0.00378194
65 5.45474 0.00372618
66 5.45497 0.00367765
67 5.45542 0.00365089
68 5.45538 0.00359776
69 5.45474 0.00360331
70 5.45426 0.00358447
71 5.4543 0.00353448
72 5.45444 0.00348855
73 5.45503 0.00349241
74 5.45573 0.00351595
75 5.45574 0.00346938
76 5.45536 0.00344451
77 5.45556 0.00340575
78 5.45561 0.00336271
79 5.45648 0.003434
80 5.4567 0.00339828
81 5.45689 0.00336198
82 5.45671 0.00332603
83 5.4571 0.00330866
84 5.45737 0.00328119
85 5.45722 0.00324653
86 5.45693 0.003222
87 5.45679 0.003188
88 5.45724 0.00318363
89 5.45705 0.00315386
90 5.45746 0.00314551
91 5.45809 0.00317471
92 5.45777 0.00315659
93 5.45812 0.00314179
94 5.45762 0.00314735
95 5.45748 0.00311773
96 5.45793 0.00311887
97 5.45769 0.00309661
98 5.45789 0.00307197
99 5.45762 0.00305311
