#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             17.6465             17.6465                   0
                   2             18.0598             17.8532            0.146096
                   3             17.8236             17.8433           0.0977282
                   4             18.2526             17.9456            0.114995
                   5             17.9536             17.9472           0.0920073
                   6             18.1622              17.983           0.0833559
                   7              17.756             17.9506           0.0775038
                   8             17.8411             17.9369           0.0690137
                   9             17.3455             17.8712           0.0871897
                  10             18.2742             17.9115           0.0872888
                  11             18.0939             17.9281           0.0809139
                  12             17.2035             17.8677            0.094041
                  13             17.8057             17.8629           0.0869278
                  14             17.9408             17.8685           0.0808964
                  15             18.0892             17.8832           0.0768295
                  16             17.9274              17.886           0.0720773
                  17               17.86             17.8844           0.0678537
                  18             18.2634             17.9055           0.0672702
                  19             18.2645             17.9244           0.0663299
                  20             18.0912             17.9327           0.0635358
