#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.663212            -0.663212                    0
                   2           -0.666704            -0.664958           0.00123461
                   3            -0.66444            -0.664785          0.000835059
                   4           -0.663248            -0.664401          0.000709245
                   5           -0.662672            -0.664055           0.00064622
                   6             -0.6649            -0.664196          0.000553643
                   7           -0.665408            -0.664369          0.000500894
                   8           -0.666036            -0.664578          0.000479664
                   9           -0.662936            -0.664395          0.000459738
                  10           -0.663472            -0.664303           0.00042293
                  11           -0.667328            -0.664578          0.000465388
                  12           -0.665684             -0.66467          0.000435639
                  13           -0.665572            -0.664739          0.000407616
                  14           -0.666308            -0.664851          0.000393599
                  15            -0.66238            -0.664687          0.000400362
                  16           -0.664808            -0.664694          0.000375411
                  17            -0.66532            -0.664731          0.000355128
                  18           -0.665808            -0.664791          0.000340401
                  19           -0.662224            -0.664656          0.000348264
                  20           -0.663992            -0.664623          0.000332429
