#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             18.2345             18.2345                   0
                   2             17.4815              17.858            0.266227
                   3             18.0569             17.9243            0.185557
                   4             17.8212             17.8985            0.140947
                   5             17.6219             17.8432            0.123141
                   6             18.1865             17.9004            0.115144
                   7             17.2946             17.8139            0.127121
                   8             17.7857             17.8103            0.111279
                   9             18.3726             17.8728            0.115125
                  10             18.1414             17.8997            0.106699
                  11             17.7122             17.8826           0.0983502
                  12             17.9643             17.8894           0.0903895
                  13             17.7687             17.8802           0.0839124
                  14             18.1786             17.9015           0.0805817
                  15             17.6163             17.8825             0.07742
                  16             18.2184             17.9035           0.0753742
                  17             17.7728             17.8958            0.071331
                  18             18.3074             17.9186           0.0709388
                  19             17.4933             17.8962           0.0706496
                  20             17.9073             17.8968           0.0671193
