#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1            -0.81678             -0.81678                    0
                   2           -0.812892            -0.814836           0.00137462
                   3           -0.812488            -0.814053           0.00111722
                   4           -0.814448            -0.814152          0.000842262
                   5           -0.815268            -0.814375          0.000702762
                   6            -0.81552            -0.814566          0.000610987
                   7           -0.819824            -0.815317          0.000870562
                   8           -0.811988            -0.814901          0.000855441
                   9           -0.818344            -0.815284          0.000841596
                  10           -0.817704            -0.815526          0.000791477
                  11           -0.817148            -0.815673          0.000733139
                  12           -0.819368            -0.815981           0.00073386
                  13           -0.813364             -0.81578          0.000704479
                  14           -0.815628            -0.815769          0.000654242
                  15           -0.810768            -0.815435          0.000690365
                  16           -0.815792            -0.815458          0.000647576
                  17           -0.819052            -0.815669          0.000643072
                  18           -0.810424            -0.815378          0.000670123
                  19           -0.814176            -0.815315          0.000637832
                  20           -0.816148            -0.815356            0.0006073
