#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.970872            -0.970872                    0
                   2           -0.973624            -0.972248          0.000972979
                   3           -0.978336            -0.974277           0.00177939
                   4           -0.971404            -0.973559           0.00147241
                   5             -0.9768            -0.974207           0.00131288
                   6           -0.971244            -0.973713           0.00118331
                   7           -0.971252            -0.973362           0.00106523
                   8           -0.973548            -0.973385          0.000932331
                   9           -0.971676            -0.973195          0.000847856
                  10           -0.975032            -0.973379          0.000782715
                  11           -0.973264            -0.973368          0.000711629
                  12           -0.976996            -0.973671          0.000713654
                  13           -0.973384            -0.973649          0.000659098
                  14             -0.9694            -0.973345          0.000678296
                  15           -0.975816             -0.97351          0.000652771
                  16           -0.973284            -0.973496          0.000612126
                  17             -0.9818            -0.973984          0.000745985
                  18           -0.970536            -0.973793          0.000728724
                  19           -0.973268            -0.973765          0.000690893
                  20           -0.978212            -0.973987          0.000691201
