#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1            -0.78834             -0.78834                    0
                   2           -0.789568            -0.788954          0.000434164
                   3           -0.786816            -0.788241          0.000649902
                   4           -0.788244            -0.788242          0.000487427
                   5            -0.79054            -0.788702          0.000566604
                   6           -0.789184            -0.788782           0.00047784
                   7           -0.792312            -0.789286           0.00062107
                   8           -0.788088            -0.789137          0.000561208
                   9           -0.790408            -0.789278          0.000516328
                  10            -0.78624            -0.788974          0.000546804
                  11           -0.788924            -0.788969          0.000497113
                  12           -0.785716            -0.788698          0.000524435
                  13           -0.789032            -0.788724          0.000484722
                  14            -0.78934            -0.788768          0.000452091
                  15           -0.784952            -0.788514          0.000488311
                  16           -0.786572            -0.788392           0.00047263
                  17           -0.790648            -0.788525           0.00046308
                  18           -0.784404            -0.788296          0.000490694
                  19           -0.785844            -0.788167          0.000481539
                  20            -0.78816            -0.788167          0.000457462
