#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             40.5422             40.5422                   0
                   2             40.8775             40.7098            0.118552
                   3             40.1208             40.5135            0.178746
                   4             40.6626             40.5508            0.137894
                   5             40.6598             40.5726            0.112027
                   6             41.3595             40.7037            0.151818
                   7             40.9157              40.734            0.133117
                   8             40.5043             40.7053            0.119534
                   9             40.7414             40.7093            0.106319
                  10             40.7747             40.7158           0.0958884
                  11             39.8806             40.6399            0.113314
                  12             40.8307             40.6558            0.104981
                  13             41.5384             40.7237            0.116815
                  14             40.4444             40.7038            0.110161
                  15             40.4405             40.6862            0.104206
                  16             40.5067              40.675           0.0982952
                  17             41.3937             40.7173            0.101197
                  18              40.655             40.7138           0.0956337
                  19             41.0051             40.7291           0.0918211
                  20             41.2435             40.7549           0.0907603
