#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.954368            -0.954368                    0
                   2           -0.942052             -0.94821           0.00435436
                   3           -0.950636            -0.949019           0.00297705
                   4           -0.950512            -0.949392           0.00225608
                   5           -0.951832             -0.94988           0.00185689
                   6           -0.952864            -0.950377           0.00161263
                   7           -0.951956            -0.950603           0.00139794
                   8           -0.952308            -0.950816           0.00123934
                   9           -0.942464            -0.949888            0.0014068
                  10           -0.947832            -0.949682           0.00128106
                  11           -0.958184            -0.950455           0.00137816
                  12           -0.957096            -0.951009           0.00136992
                  13           -0.943448            -0.950427            0.0013825
                  14           -0.949288            -0.950346           0.00128614
                  15           -0.953312            -0.950543            0.0012155
                  16           -0.955884            -0.950877           0.00118448
                  17           -0.948712             -0.95075           0.00112163
                  18           -0.945816            -0.950476            0.0010923
                  19            -0.95226             -0.95057           0.00103884
                  20           -0.949648            -0.950524          0.000987915
