#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.418408            -0.418408                    0
                   2           -0.416976            -0.417692          0.000506288
                   3           -0.418284            -0.417889           0.00037401
                   4           -0.418504            -0.418043          0.000310475
                   5           -0.415888            -0.417612          0.000458586
                   6           -0.418748            -0.417801          0.000419423
                   7           -0.418116            -0.417846          0.000361906
                   8           -0.417768            -0.417836            0.0003168
                   9           -0.417316            -0.417779           0.00028683
                  10           -0.418468            -0.417848          0.000266302
                  11            -0.41882            -0.417936          0.000256345
                  12           -0.416912            -0.417851          0.000248781
                  13             -0.4173            -0.417808          0.000233222
                  14           -0.417908            -0.417815          0.000216672
                  15           -0.416448            -0.417724          0.000220573
                  16           -0.418476            -0.417771          0.000211732
                  17           -0.418036            -0.417787          0.000199849
                  18           -0.415684             -0.41767          0.000220261
                  19           -0.417976            -0.417686          0.000209256
                  20            -0.41542            -0.417573          0.000227409
