#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.544712            -0.544712                    0
                   2           -0.549744            -0.547228           0.00177908
                   3             -0.5469            -0.547119           0.00118941
                   4           -0.546664            -0.547005          0.000897471
                   5            -0.54642            -0.546888          0.000725563
                   6           -0.547484            -0.546987          0.000611398
                   7           -0.548956            -0.547269          0.000585175
                   8           -0.547732            -0.547327          0.000514887
                   9           -0.549928            -0.547616          0.000532671
                  10           -0.545736            -0.547428          0.000511491
                  11           -0.547176            -0.547405          0.000465503
                  12           -0.547208            -0.547388          0.000426999
                  13           -0.548956            -0.547509          0.000410828
                  14           -0.549424            -0.547646          0.000403615
                  15           -0.546716            -0.547584          0.000381437
                  16           -0.549184            -0.547684          0.000370477
                  17           -0.549168            -0.547771          0.000358825
                  18           -0.548424            -0.547807          0.000340719
                  19           -0.547708            -0.547802          0.000322826
                  20           -0.547732            -0.547799          0.000306704
