#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.686036            -0.686036                    0
                   2           -0.687816            -0.686926          0.000629325
                   3           -0.686404            -0.686752          0.000442952
                   4           -0.684716            -0.686243          0.000551975
                   5           -0.690144            -0.687023           0.00082581
                   6           -0.687448            -0.687094          0.000691204
                   7           -0.688248            -0.687259          0.000611804
                   8           -0.689088            -0.687488          0.000576472
                   9            -0.68518            -0.687231          0.000566573
                  10           -0.688844            -0.687392          0.000532378
                  11           -0.688824            -0.687523          0.000499635
                  12           -0.687252              -0.6875          0.000458507
                  13           -0.687556            -0.687504          0.000423257
                  14           -0.687456            -0.687501          0.000393039
                  15           -0.686256            -0.687418          0.000375496
                  16           -0.688492            -0.687485          0.000357978
                  17           -0.687588            -0.687491          0.000336972
                  18           -0.685004            -0.687353          0.000345419
                  19            -0.68562            -0.687262          0.000339066
                  20             -0.6903            -0.687414          0.000354515
