#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1            -0.39894             -0.39894                    0
                   2            -0.39734             -0.39814          0.000565685
                   3            -0.40068            -0.398987          0.000787476
                   4           -0.398892            -0.398963          0.000590963
                   5           -0.397472            -0.398665          0.000542817
                   6           -0.398216             -0.39859          0.000457472
                   7            -0.39786            -0.398486          0.000403831
                   8           -0.396968            -0.398296          0.000395411
                   9           -0.397724            -0.398232          0.000356548
                  10           -0.398076            -0.398217          0.000321236
                  11           -0.398164            -0.398212          0.000292069
                  12           -0.398012            -0.398195          0.000268205
                  13           -0.398744            -0.398238          0.000250872
                  14           -0.399572            -0.398333          0.000250407
                  15           -0.397524            -0.398279          0.000239449
                  16           -0.399604            -0.398362          0.000238375
                  17           -0.397644             -0.39832          0.000228062
                  18           -0.398212            -0.398314           0.00021547
                  19             -0.3987            -0.398334          0.000205087
                  20           -0.397612            -0.398298          0.000197983
