#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.709348            -0.709348                    0
                   2           -0.711324            -0.710336          0.000698621
                   3           -0.709148             -0.70994          0.000566979
                   4           -0.709412            -0.709808          0.000440332
                   5           -0.712872            -0.710421          0.000651544
                   6           -0.712864            -0.710828          0.000658008
                   7              -0.711            -0.710853          0.000564466
                   8            -0.71394            -0.711239          0.000611774
                   9           -0.710456            -0.711152          0.000549943
                  10           -0.713516            -0.711388          0.000543406
                  11            -0.71144            -0.711393          0.000494026
                  12           -0.710152            -0.711289           0.00046355
                  13           -0.709488            -0.711151          0.000448124
                  14           -0.711752            -0.711194          0.000418168
                  15           -0.709884            -0.711106          0.000399302
                  16           -0.712248            -0.711178          0.000380667
                  17              -0.711            -0.711167          0.000358418
                  18            -0.70882            -0.711037          0.000361451
                  19           -0.708928            -0.710926          0.000359065
                  20           -0.712232            -0.710991             0.000347
