#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.735084            -0.735084                    0
                   2           -0.737084            -0.736084          0.000707107
                   3           -0.732744            -0.734971           0.00102399
                   4           -0.735772            -0.735171          0.000787348
                   5           -0.735904            -0.735318          0.000643382
                   6           -0.735984            -0.735429          0.000545654
                   7           -0.737068            -0.735663          0.000515516
                   8           -0.737084            -0.735841           0.00048071
                   9           -0.733596            -0.735591          0.000487717
                  10             -0.7364            -0.735672          0.000445603
                  11             -0.7373             -0.73582          0.000428968
                  12           -0.735872            -0.735824          0.000393242
                  13            -0.73414            -0.735695          0.000383744
                  14            -0.73738            -0.735815          0.000374738
                  15            -0.73706            -0.735898          0.000358827
                  16           -0.737436            -0.735994          0.000349036
                  17            -0.73828            -0.736129          0.000353455
                  18           -0.732912             -0.73595          0.000376293
                  19           -0.732548            -0.735771          0.000396808
                  20            -0.73606            -0.735785           0.00037723
