#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             20.3857             20.3857                   0
                   2             20.2815             20.3336           0.0368428
                   3              20.177             20.2814           0.0491918
                   4              20.693             20.3843           0.0964526
                   5             20.4329             20.3941           0.0776501
                   6             20.1934             20.3606           0.0715469
                   7             20.5676             20.3902           0.0671596
                   8             19.6324             20.2955            0.106321
                   9             20.4349              20.311           0.0956295
                  10             20.4144             20.3213           0.0866248
                  11             20.2367             20.3136           0.0790902
                  12             20.3331             20.3152           0.0725161
                  13             20.5971             20.3369           0.0701034
                  14             20.4715             20.3465           0.0657521
                  15             21.4314             20.4189           0.0929935
                  16             19.9244              20.388           0.0921737
                  17             19.9965             20.3649           0.0895814
                  18             20.3772             20.3656           0.0846072
                  19             20.4105              20.368           0.0801873
                  20             20.2731             20.3632           0.0763182
