#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1              16.974              16.974                   0
                   2              18.579             17.7765            0.567468
                   3             15.5642             17.0391            0.711095
                   4             16.4236             16.8852            0.549718
                   5              14.247             16.3576            0.645077
                   6             14.2957             16.0139            0.622405
                   7             16.4038             16.0696            0.535977
                   8             17.0391             16.1908            0.482484
                   9             16.8505             16.2641            0.434407
                  10             15.0382             16.1415            0.407897
                  11             13.8958             15.9374            0.418801
                  12             13.2681             15.7149            0.439018
                  13             18.3378             15.9167            0.449222
                  14             15.8332             15.9107            0.417174
                  15             18.4413             16.0794            0.422098
                  16              15.862             16.0658            0.395936
                  17             16.8238             16.1104            0.375147
                  18             17.1817             16.1699            0.358996
                  19             14.6889              16.092             0.34846
                  20              19.257             16.2502            0.365207
