#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             3852.13             3852.13                   0
                   2             3662.76             3757.45              66.953
                   3             4053.45             3856.12             92.0998
                   4             4046.26             3903.65             80.4125
                   5             4160.66             3955.05             79.0695
                   6             4189.64             3994.15             74.9365
                   7             3949.18             3987.73              64.506
                   8             3874.39             3973.56             57.9777
                   9              3752.9             3949.04             56.4824
                  10             4196.48             3973.79             55.9924
                  11              4178.2             3992.37             53.8977
                  12              4240.5             4013.05             53.2251
                  13             3589.67             3980.48             58.2485
                  14             4016.21             3983.03             54.1438
                  15              3822.3             3972.32             51.5837
                  16             3997.93             3973.92             48.3845
                  17             3918.52             3970.66              45.648
                  18             3938.92              3968.9              43.146
                  19             4160.72             3978.99             42.0398
                  20             3693.89             3964.74             42.2857
