#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.398768            -0.398768                    0
                   2           -0.399072             -0.39892           0.00010748
                   3           -0.398532            -0.398791          0.000127615
                   4           -0.397628              -0.3985          0.000269307
                   5             -0.3976             -0.39832          0.000268955
                   6           -0.397788            -0.398231          0.000238297
                   7           -0.399856            -0.398463          0.000296467
                   8            -0.39982            -0.398633          0.000304061
                   9           -0.396636            -0.398411           0.00034178
                  10           -0.396756            -0.398246           0.00034536
                  11           -0.396812            -0.398115           0.00033766
                  12           -0.397404            -0.398056          0.000314681
                  13            -0.39596            -0.397895          0.000329198
                  14           -0.398356            -0.397928          0.000307328
                  15           -0.396464             -0.39783          0.000301934
                  16           -0.400536            -0.397999          0.000327013
                  17           -0.396944            -0.397937          0.000313613
                  18           -0.397228            -0.397898          0.000298655
                  19           -0.398764            -0.397943          0.000286395
                  20            -0.39792            -0.397942          0.000272077
