#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.582232            -0.582232                    0
                   2           -0.584196            -0.583214          0.000694379
                   3           -0.582468            -0.582965          0.000505488
                   4           -0.581812            -0.582677          0.000453961
                   5           -0.581756            -0.582493          0.000398792
                   6           -0.583796             -0.58271          0.000386981
                   7            -0.58456            -0.582974           0.00041218
                   8           -0.582632            -0.582932          0.000362871
                   9           -0.578796            -0.582472          0.000540111
                  10           -0.580588            -0.582284          0.000517918
                  11            -0.58426            -0.582463          0.000501031
                  12           -0.582244            -0.582445          0.000459612
                  13            -0.58338            -0.582517          0.000429848
                  14           -0.582004             -0.58248          0.000400703
                  15           -0.579632             -0.58229          0.000416558
                  16           -0.585208            -0.582473          0.000428581
                  17            -0.58472            -0.582605          0.000423266
                  18           -0.582868             -0.58262          0.000400004
                  19           -0.581924            -0.582583          0.000380622
                  20             -0.5843            -0.582669          0.000371147
