#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.710856            -0.710856                    0
                   2           -0.712752            -0.711804          0.000670337
                   3           -0.709224            -0.710944          0.000832333
                   4           -0.709168              -0.7105          0.000733171
                   5           -0.709204            -0.710241          0.000630693
                   6           -0.711204            -0.710401          0.000545626
                   7           -0.710696            -0.710443            0.0004693
                   8            -0.71236            -0.710683          0.000467807
                   9            -0.71186            -0.710814          0.000433723
                  10           -0.710384            -0.710771          0.000392474
                  11           -0.713036            -0.710977          0.000407251
                  12           -0.711824            -0.711047          0.000379385
                  13           -0.710976            -0.711042          0.000350241
                  14            -0.71162            -0.711083          0.000327649
                  15            -0.71042            -0.711039          0.000308774
                  16           -0.712304            -0.711118          0.000299428
                  17           -0.712924            -0.711224          0.000300069
                  18            -0.71294             -0.71132          0.000298154
                  19           -0.709648            -0.711232          0.000295156
                  20           -0.710036            -0.711172          0.000286388
