#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             11.3842             11.3842                   0
                   2             11.3102             11.3472           0.0261357
                   3             11.5716              11.422           0.0635217
                   4             11.5419              11.452           0.0542534
                   5             11.4143             11.4444            0.043924
                   6             11.3048             11.4212            0.042323
                   7             11.4828               11.43           0.0371817
                   8             11.3883             11.4248           0.0328967
                   9              11.281             11.4088            0.032893
                  10             11.4477             11.4127           0.0298329
                  11             11.4374             11.4149           0.0272056
                  12             11.3938             11.4132           0.0249952
                  13             11.4211             11.4138             0.02308
                  14             11.5292              11.422           0.0228553
                  15              11.327             11.4157           0.0221918
                  16             11.4303             11.4166           0.0208236
                  17             11.3983             11.4155           0.0196266
                  18             11.3026             11.4093           0.0195125
                  19             11.3514             11.4062           0.0187216
                  20             11.3385             11.4028           0.0180891
