#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.501208            -0.501208                    0
                   2           -0.502408            -0.501808          0.000424264
                   3           -0.501224            -0.501613          0.000324443
                   4           -0.501104            -0.501486          0.000267154
                   5           -0.500784            -0.501346          0.000247885
                   6           -0.500688            -0.501236          0.000229525
                   7           -0.503272            -0.501527          0.000333493
                   8           -0.502772            -0.501683           0.00032611
                   9           -0.499704            -0.501463          0.000356349
                  10            -0.50108            -0.501424          0.000322762
                  11            -0.50168            -0.501448          0.000294256
                  12           -0.501732            -0.501471          0.000270687
                  13           -0.501776            -0.501495          0.000250877
                  14           -0.502012            -0.501532          0.000235662
                  15           -0.500256            -0.501447          0.000234797
                  16           -0.502372            -0.501505          0.000227133
                  17           -0.502368            -0.501555          0.000219378
                  18           -0.501424            -0.501548          0.000207312
                  19           -0.501704            -0.501556          0.000196563
                  20           -0.502536            -0.501605          0.000192743
