#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
                 963            -5.58112            -5.51174          0.00454384
                 964            -5.57303            -5.51181          0.00453958
                 965            -5.50639             -5.5118          0.00453487
                 966            -5.54702            -5.51184          0.00453033
                 967            -5.51724            -5.51184          0.00452565
                 968            -5.56964             -5.5119          0.00452136
                 969            -5.67467            -5.51207          0.00451982
                 970            -5.69952            -5.51226          0.00451929
                 971            -5.54045            -5.51229          0.00451473
                 972             -5.5161             -5.5123          0.00451008
                 973            -5.48051            -5.51226          0.00450557
                 974            -5.52578            -5.51228          0.00450096
                 975            -5.59793            -5.51237           0.0044972
                 976            -5.45156             -5.5123          0.00449303
                 977            -5.52027            -5.51231          0.00448843
                 978            -5.44573            -5.51224          0.00448436
                 979            -5.60407            -5.51234          0.00448076
                 980            -5.55512            -5.51238           0.0044764
                 981            -5.58969            -5.51246          0.00447253
                 982              -5.507            -5.51245          0.00446798
                 983             -5.5446            -5.51249          0.00446356
                 984            -5.45162            -5.51242          0.00445945
                 985            -5.51385            -5.51243          0.00445492
                 986            -5.56483            -5.51248          0.00445072
                 987            -5.59984            -5.51257          0.00444709
                 988            -5.58833            -5.51264          0.00444325
                 989            -5.58497            -5.51272          0.00443936
                 990            -5.56478            -5.51277          0.00443519
                 991            -5.51676            -5.51277          0.00443071
                 992            -5.55183            -5.51281          0.00442642
                 993            -5.47605            -5.51278          0.00442212
                 994            -5.47176            -5.51274          0.00441786
                 995            -5.35639            -5.51258          0.00441622
                 996            -5.28556            -5.51235          0.00441766
                 997              -5.414            -5.51225          0.00441433
                 998            -5.38873            -5.51213          0.00441164
                 999            -5.40883            -5.51202          0.00440844
                1000            -5.33361            -5.51185          0.00440764
                1001            -5.39057            -5.51172           0.0044049
                1002            -5.42067            -5.51163          0.00440144
                1003            -5.56396            -5.51169          0.00439736
                1004            -5.57644            -5.51175          0.00439345
                1005            -5.58943            -5.51183          0.00438976
                1006            -5.48677             -5.5118          0.00438547
                1007            -5.46349            -5.51175          0.00438138
                1008            -5.34557            -5.51159          0.00438013
                1009            -5.51475            -5.51159          0.00437579
                1010            -5.48022            -5.51156          0.00437157
                1011            -5.45307             -5.5115          0.00436763
                1012            -5.42541            -5.51142          0.00436414
                1013            -5.44833            -5.51136          0.00436028
                1014            -5.38402            -5.51123          0.00435778
                1015            -5.33547            -5.51106          0.00435693
                1016            -5.41519            -5.51096          0.00435366
                1017            -5.34518             -5.5108          0.00435243
                1018            -5.32472            -5.51062            0.004352
                1019            -5.43566            -5.51054          0.00434835
                1020            -5.44147            -5.51048          0.00434461
                1021            -5.41426            -5.51038          0.00434138
                1022            -5.43869            -5.51031           0.0043377
                1023            -5.42723            -5.51023          0.00433422
                1024            -5.38308            -5.51011          0.00433176
                1025            -5.46229            -5.51006          0.00432779
                1026            -5.39689            -5.50995          0.00432497
                1027            -5.44116            -5.50988          0.00432128
                1028            -5.39401            -5.50977          0.00431855
                1029            -5.46492            -5.50973          0.00431457
                1030            -5.44334            -5.50966          0.00431086
                1031            -5.57018            -5.50972          0.00430708
                1032            -5.57159            -5.50978          0.00430332
                1033            -5.55704            -5.50983           0.0042994
                1034            -5.60865            -5.50992          0.00429631
                1035            -5.65401            -5.51006          0.00429441
                1036            -5.58397            -5.51013          0.00429086
                1037            -5.52889            -5.51015          0.00428676
                1038             -5.5835            -5.51022          0.00428321
                1039            -5.57055            -5.51028          0.00427948
                1040            -5.47585            -5.51025           0.0042755
                1041            -5.44936            -5.51019          0.00427179
                1042            -5.48848            -5.51017          0.00426774
                1043            -5.46353            -5.51012          0.00426388
                1044            -5.46511            -5.51008          0.00426002
                1045            -5.51043            -5.51008          0.00425594
                1046            -5.50225            -5.51007          0.00425188
                1047            -5.47775            -5.51004          0.00424793
                1048            -5.40782            -5.50994          0.00424499
                1049            -5.34593            -5.50979          0.00424383
                1050            -5.41948             -5.5097          0.00424066
                1051            -5.37401            -5.50957          0.00423859
                1052            -5.45794            -5.50952          0.00423484
                1053            -5.50493            -5.50952          0.00423082
                1054             -5.5626            -5.50957          0.00422711
                1055            -5.49156            -5.50955          0.00422313
                1056            -5.42505            -5.50947          0.00421989
                1057            -5.44699            -5.50941          0.00421632
                1058            -5.44953            -5.50936          0.00421271
                1059            -5.48383            -5.50933           0.0042088
                1060            -5.51817            -5.50934          0.00420484
                1061            -5.54917            -5.50938          0.00420104
                1062            -5.46245            -5.50933          0.00419732
                1063            -5.46436            -5.50929          0.00419358
                1064              -5.433            -5.50922          0.00419026
                1065            -5.38672             -5.5091           0.0041879
                1066            -5.43582            -5.50904          0.00418454
                1067             -5.3807            -5.50892          0.00418234
                1068            -5.19778            -5.50862          0.00418856
                1069            -5.37332             -5.5085          0.00418655
                1070            -5.36601            -5.50836          0.00418476
                1071            -5.40083            -5.50826          0.00418206
                1072            -5.31561            -5.50808          0.00418201
                1073            -5.33291            -5.50792           0.0041813
                1074            -5.43871            -5.50786          0.00417791
                1075            -5.42302            -5.50778          0.00417476
                1076            -5.49377            -5.50777           0.0041709
                1077            -5.50788            -5.50777          0.00416703
                1078            -5.58009            -5.50783          0.00416371
                1079            -5.48529            -5.50781           0.0041599
                1080            -5.52703            -5.50783          0.00415609
                1081            -5.55487            -5.50787          0.00415247
                1082            -5.59031            -5.50795          0.00414933
                1083            -5.55685            -5.50799          0.00414575
                1084             -5.6146            -5.50809          0.00414309
                1085            -5.61132            -5.50819          0.00414036
                1086            -5.57951            -5.50825          0.00413707
                1087            -5.59477            -5.50833          0.00413403
                1088            -5.58682             -5.5084          0.00413086
                1089            -5.56519            -5.50846          0.00412739
                1090             -5.5655            -5.50851          0.00412394
                1091            -5.57902            -5.50857          0.00412067
                1092            -5.55257            -5.50861          0.00411709
                1093            -5.52197            -5.50863          0.00411334
                1094            -5.53456            -5.50865          0.00410965
                1095            -5.51912            -5.50866          0.00410591
                1096            -5.49648            -5.50865          0.00410218
                1097            -5.48023            -5.50862          0.00409852
                1098            -5.56145            -5.50867          0.00409507
                1099            -5.61129            -5.50876          0.00409241
                1100            -5.56398            -5.50881          0.00408899
                1101            -5.49587             -5.5088           0.0040853
                1102            -5.50209             -5.5088          0.00408159
                1103            -5.47204            -5.50876          0.00407803
                1104            -5.44575            -5.50871          0.00407474
                1105            -5.47545            -5.50868          0.00407116
                1106             -5.4708            -5.50864          0.00406762
                1107            -5.49366            -5.50863          0.00406397
                1108             -5.5387            -5.50866          0.00406039
                1109            -5.53145            -5.50868          0.00405678
                1110            -5.54716            -5.50871          0.00405328
                1111            -5.53478            -5.50873           0.0040497
                1112            -5.54254            -5.50876          0.00404617
                1113            -5.65456             -5.5089          0.00404465
                1114             -5.6447            -5.50902          0.00404286
                1115            -5.59746             -5.5091          0.00404001
                1116            -5.59846            -5.50918          0.00403718
                1117            -5.60754            -5.50926          0.00403453
                1118            -5.50804            -5.50926          0.00403092
                1119            -5.54453             -5.5093          0.00402744
                1120            -5.61965            -5.50939          0.00402505
                1121            -5.59605            -5.50947           0.0040222
                1122            -5.56675            -5.50952          0.00401894
                1123            -5.61843            -5.50962          0.00401653
                1124            -5.62941            -5.50973          0.00401437
                1125            -5.63025            -5.50983          0.00401224
                1126            -5.58949             -5.5099           0.0040093
                1127            -5.55512            -5.50994          0.00400594
                1128            -5.57884               -5.51          0.00400285
                1129            -5.55986            -5.51005          0.00399955
                1130            -5.53775            -5.51007          0.00399609
                1131            -5.60422            -5.51016          0.00399342
                1132            -5.52804            -5.51017          0.00398992
                1133            -5.45647            -5.51013          0.00398668
                1134            -5.36958               -5.51          0.00398509
                1135            -5.47403            -5.50997          0.00398171
                1136            -5.56368            -5.51002          0.00397849
                1137            -5.52369            -5.51003            0.003975
                1138            -5.49864            -5.51002          0.00397152
                1139            -5.46604            -5.50998          0.00396822
                1140            -5.42659            -5.50991          0.00396542
                1141            -5.44165            -5.50985          0.00396239
                1142            -5.48975            -5.50983          0.00395896
                1143            -5.59028             -5.5099          0.00395613
                1144            -5.48672            -5.50988          0.00395272
                1145            -5.46774            -5.50984          0.00394944
                1146            -5.46455             -5.5098          0.00394619
                1147            -5.49888            -5.50979          0.00394276
                1148            -5.48354            -5.50977          0.00393939
                1149            -5.51182            -5.50977          0.00393596
                1150            -5.51876            -5.50978          0.00393255
                1151            -5.42181             -5.5097          0.00392988
                1152             -5.3638            -5.50958           0.0039285
                1153            -5.45676            -5.50953          0.00392536
                1154            -5.41493            -5.50945          0.00392282
                1155             -5.5019            -5.50944          0.00391943
                1156            -5.45692             -5.5094           0.0039163
                1157            -5.47643            -5.50937          0.00391302
                1158            -5.51668            -5.50938          0.00390965
                1159            -5.49543            -5.50936          0.00390629
                1160            -5.45025            -5.50931          0.00390326
                1161            -5.40504            -5.50922          0.00390093
                1162            -5.41268            -5.50914          0.00389845
                1163             -5.4328            -5.50907          0.00389565
                1164            -5.46582            -5.50904          0.00389249
                1165            -5.51928            -5.50905          0.00388915
                1166            -5.51415            -5.50905          0.00388582
                1167            -5.51859            -5.50906           0.0038825
                1168            -5.44663              -5.509          0.00387954
                1169            -5.46815            -5.50897          0.00387638
                1170            -5.51359            -5.50897          0.00387307
                1171            -5.44235            -5.50892          0.00387018
                1172            -5.47404            -5.50889          0.00386699
                1173            -5.47318            -5.50886          0.00386382
                1174            -5.53153            -5.50888          0.00386057
                1175            -5.61231            -5.50896          0.00385829
                1176            -5.53705            -5.50899          0.00385509
                1177            -5.49659            -5.50898          0.00385182
                1178             -5.4557            -5.50893          0.00384882
                1179            -5.51823            -5.50894          0.00384556
                1180            -5.59072            -5.50901          0.00384293
                1181            -5.46243            -5.50897          0.00383988
                1182            -5.45131            -5.50892          0.00383694
                1183            -5.46721            -5.50889          0.00383386
                1184            -5.50848            -5.50889          0.00383062
                1185            -5.45321            -5.50884          0.00382767
                1186            -5.52654            -5.50885          0.00382448
                1187            -5.60099            -5.50893          0.00382204
                1188            -5.61783            -5.50902          0.00381992
                1189            -5.57928            -5.50908          0.00381717
                1190            -5.55122            -5.50912          0.00381412
                1191            -5.49955            -5.50911          0.00381093
                1192            -5.49754             -5.5091          0.00380775
                1193            -5.48409            -5.50908          0.00380461
                1194            -5.49154            -5.50906          0.00380145
                1195            -5.35029            -5.50893          0.00380059
                1196            -5.42238            -5.50886           0.0037981
                1197            -5.42598            -5.50879          0.00379556
                1198            -5.45744            -5.50875          0.00379264
                1199            -5.58027            -5.50881          0.00378994
                1200            -5.46161            -5.50877          0.00378699
                1201            -5.51305            -5.50877          0.00378384
                1202            -5.51257            -5.50877          0.00378069
                1203            -5.43155            -5.50871          0.00377809
                1204            -5.53855            -5.50873          0.00377504
                1205            -5.45609            -5.50869          0.00377216
                1206            -5.49589            -5.50868          0.00376904
                1207            -5.49154            -5.50867          0.00376595
                1208            -5.45153            -5.50862          0.00376313
                1209            -5.35981             -5.5085          0.00376203
                1210            -5.32306            -5.50834          0.00376204
                1211            -5.37668            -5.50823           0.0037605
                1212            -5.37035            -5.50812          0.00375912
                1213            -5.36516              -5.508          0.00375787
                1214            -5.33824            -5.50786          0.00375737
                1215             -5.3772            -5.50775          0.00375582
                1216            -5.33713            -5.50761          0.00375535
                1217            -5.34249            -5.50748          0.00375471
                1218            -5.32398            -5.50733          0.00375465
                1219            -5.34626             -5.5072           0.0037539
                1220            -5.29206            -5.50702          0.00375496
                1221            -5.38121            -5.50692           0.0037533
                1222            -5.43382            -5.50686           0.0037507
                1223            -5.41694            -5.50678          0.00374836
                1224             -5.5212            -5.50679          0.00374531
                1225            -5.57187            -5.50685          0.00374263
                1226            -5.56175            -5.50689          0.00373985
                1227            -5.45539            -5.50685          0.00373704
                1228            -5.47499            -5.50682          0.00373408
                1229            -5.54548            -5.50686          0.00373118
                1230            -5.52591            -5.50687          0.00372818
                1231            -5.49594            -5.50686          0.00372516
                1232             -5.5613            -5.50691           0.0037224
                1233            -5.53286            -5.50693          0.00371944
                1234            -5.37294            -5.50682          0.00371801
                1235            -5.48975            -5.50681          0.00371502
                1236            -5.53836            -5.50683           0.0037121
                1237            -5.44195            -5.50678          0.00370947
                1238            -5.30175            -5.50661          0.00371017
                1239            -5.31307            -5.50646          0.00371046
                1240              -5.331            -5.50632          0.00371017
                1241             -5.3361            -5.50618          0.00370971
                1242            -5.33168            -5.50604          0.00370939
                1243             -5.3886            -5.50594          0.00370761
                1244            -5.44092            -5.50589          0.00370499
                1245            -5.42625            -5.50583          0.00370257
                1246            -5.52467            -5.50584          0.00369963
                1247             -5.4553             -5.5058          0.00369688
                1248            -5.40124            -5.50572          0.00369487
                1249            -5.49765            -5.50571          0.00369192
                1250            -5.54213            -5.50574          0.00368908
                1251            -5.49482            -5.50573          0.00368614
                1252            -5.39967            -5.50565          0.00368417
                1253            -5.44186             -5.5056          0.00368158
                1254            -5.37272            -5.50549          0.00368017
                1255            -5.37088            -5.50538           0.0036788
                1256            -5.27952             -5.5052          0.00368026
                1257            -5.30154            -5.50504           0.0036809
                1258            -5.31217            -5.50489          0.00368117
                1259            -5.24478            -5.50468          0.00368404
                1260            -5.23866            -5.50447          0.00368716
                1261            -5.25963            -5.50428          0.00368934
                1262             -5.3139            -5.50412           0.0036895
                1263            -5.36607            -5.50402           0.0036882
                1264            -5.31502            -5.50387          0.00368831
                1265            -5.37427            -5.50376          0.00368682
                1266            -5.37677            -5.50366          0.00368527
                1267            -5.41843             -5.5036          0.00368297
                1268            -5.48008            -5.50358          0.00368012
                1269            -5.50595            -5.50358          0.00367722
                1270            -5.46511            -5.50355          0.00367445
                1271            -5.51722            -5.50356          0.00367157
                1272            -5.47801            -5.50354          0.00366874
                1273             -5.4728            -5.50352          0.00366594
                1274             -5.5002            -5.50351          0.00366306
                1275            -5.50069            -5.50351          0.00366019
                1276            -5.43823            -5.50346          0.00365768
                1277            -5.46396            -5.50343          0.00365494
                1278            -5.48679            -5.50342          0.00365211
                1279            -5.57463            -5.50347          0.00364968
                1280            -5.58588            -5.50354          0.00364739
                1281            -5.43807            -5.50348           0.0036449
                1282            -5.40548            -5.50341          0.00364286
                1283            -5.50113            -5.50341          0.00364002
                1284            -5.57003            -5.50346          0.00363756
                1285            -5.51428            -5.50347          0.00363474
                1286            -5.52875            -5.50349          0.00363196
                1287            -5.51711             -5.5035          0.00362916
                1288            -5.48721            -5.50348          0.00362636
                1289            -5.54862            -5.50352          0.00362372
                1290            -5.51626            -5.50353          0.00362092
                1291            -5.45329            -5.50349          0.00361833
                1292            -5.58409            -5.50355          0.00361606
                1293             -5.6491            -5.50367          0.00361502
                1294            -5.61652            -5.50375          0.00361328
                1295            -5.62535            -5.50385          0.00361171
                1296            -5.71498            -5.50401          0.00361259
                1297            -5.67184            -5.50414          0.00361212
                1298            -5.75746            -5.50433          0.00361461
                1299            -5.69609            -5.50448          0.00361484
                1300            -5.64947            -5.50459          0.00361378
                1301            -5.68375            -5.50473          0.00361362
                1302            -5.59799             -5.5048          0.00361156
                1303            -5.57952            -5.50486          0.00360924
                1304            -5.56408            -5.50491          0.00360676
                1305             -5.6224              -5.505          0.00360512
                1306             -5.7221            -5.50516          0.00360619
                1307            -5.66097            -5.50528           0.0036054
                1308            -5.47742            -5.50526          0.00360271
                1309            -5.54116            -5.50529          0.00360006
                1310            -5.48219            -5.50527          0.00359735
                1311            -5.42263            -5.50521          0.00359516
                1312            -5.51155            -5.50521          0.00359242
                1313            -5.42897            -5.50515          0.00359016
                1314            -5.46008            -5.50512          0.00358759
                1315            -5.50397            -5.50512          0.00358486
                1316            -5.50255            -5.50512          0.00358214
                1317             -5.4581            -5.50508           0.0035796
                1318            -5.48526            -5.50507          0.00357691
                1319            -5.40391            -5.50499          0.00357502
                1320            -5.40249            -5.50491          0.00357316
                1321            -5.47426            -5.50489          0.00357053
                1322            -5.59618            -5.50496          0.00356849
                1323            -5.55757              -5.505          0.00356602
                1324            -5.44524            -5.50495          0.00356361
                1325             -5.4846            -5.50494          0.00356095
                1326            -5.49272            -5.50493          0.00355828
                1327            -5.50122            -5.50492           0.0035556
                1328            -5.51269            -5.50493          0.00355293
                1329            -5.47836            -5.50491          0.00355031
                1330            -5.45718            -5.50487          0.00354782
                1331            -5.47792            -5.50485          0.00354521
                1332            -5.40142            -5.50478           0.0035434
                1333            -5.41613            -5.50471          0.00354137
                1334            -5.50358            -5.50471          0.00353871
                1335            -5.61817            -5.50479          0.00353708
                1336            -5.62075            -5.50488           0.0035355
                1337            -5.64408            -5.50498          0.00353439
                1338            -5.68135            -5.50512          0.00353421
                1339            -5.62785            -5.50521          0.00353275
                1340            -5.57037            -5.50526          0.00353045
                1341            -5.52558            -5.50527          0.00352785
                1342            -5.48954            -5.50526          0.00352524
                1343            -5.55946             -5.5053          0.00352285
                1344            -5.54238            -5.50533          0.00352034
                1345            -5.53567            -5.50535          0.00351779
                1346            -5.53751            -5.50537          0.00351526
                1347             -5.5014            -5.50537          0.00351265
                1348            -5.50178            -5.50537          0.00351005
                1349            -5.50551            -5.50537          0.00350744
                1350            -5.56201            -5.50541           0.0035051
                1351            -5.48788             -5.5054          0.00350253
                1352            -5.54667            -5.50543          0.00350007
                1353            -5.56529            -5.50547          0.00349776
                1354            -5.59712            -5.50554          0.00349583
                1355            -5.60269            -5.50561          0.00349399
                1356            -5.58243            -5.50567          0.00349187
                1357            -5.60923            -5.50574          0.00349013
                1358            -5.54769            -5.50578           0.0034877
                1359            -5.51644            -5.50578          0.00348514
                1360            -5.48522            -5.50577          0.00348261
                1361            -5.45559            -5.50573          0.00348025
                1362            -5.48442            -5.50572          0.00347773
                1363            -5.50401            -5.50571          0.00347518
                1364            -5.56389            -5.50576          0.00347289
                1365            -5.56087             -5.5058          0.00347058
                1366            -5.53882            -5.50582          0.00346812
                1367            -5.58528            -5.50588          0.00346607
                1368             -5.5075            -5.50588          0.00346354
                1369            -5.56108            -5.50592          0.00346124
                1370            -5.48417            -5.50591          0.00345875
                1371            -5.52925            -5.50592          0.00345627
                1372            -5.53106            -5.50594           0.0034538
                1373            -5.59092              -5.506          0.00345184
                1374            -5.57713            -5.50605          0.00344972
                1375            -5.60376            -5.50613          0.00344794
                1376            -5.69839            -5.50627          0.00344826
                1377            -5.59353            -5.50633          0.00344634
                1378            -5.51432            -5.50633          0.00344385
                1379            -5.50911            -5.50634          0.00344135
                1380            -5.53917            -5.50636          0.00343894
                1381            -5.59432            -5.50642          0.00343704
                1382            -5.56855            -5.50647          0.00343485
                1383            -5.53634            -5.50649          0.00343243
                1384            -5.37152            -5.50639          0.00343133
                1385            -5.41011            -5.50632          0.00342956
                1386            -5.41289            -5.50626          0.00342775
                1387            -5.34267            -5.50614          0.00342731
                1388            -5.32483            -5.50601          0.00342733
                1389            -5.31617            -5.50587          0.00342758
                1390            -5.27363             -5.5057          0.00342919
                1391            -5.28249            -5.50554          0.00343047
                1392            -5.35377            -5.50543          0.00342974
                1393            -5.30578            -5.50529          0.00343027
                1394            -5.29454            -5.50514          0.00343114
                1395            -5.26913            -5.50497          0.00343285
                1396            -5.35893            -5.50487          0.00343199
                1397            -5.34813            -5.50475          0.00343136
                1398            -5.33986            -5.50464          0.00343093
                1399            -5.50274            -5.50463          0.00342848
                1400            -5.46462            -5.50461          0.00342615
                1401            -5.49506             -5.5046          0.00342371
                1402            -5.50935             -5.5046          0.00342127
                1403            -5.47602            -5.50458           0.0034189
                1404            -5.36177            -5.50448          0.00341797
                1405            -5.41789            -5.50442           0.0034161
                1406            -5.38273            -5.50433          0.00341476
                1407            -5.57055            -5.50438          0.00341266
                1408            -5.62122            -5.50446          0.00341124
                1409            -5.54633            -5.50449          0.00340895
                1410            -5.58237            -5.50455          0.00340698
                1411            -5.50521            -5.50455          0.00340457
                1412            -5.58152             -5.5046          0.00340259
                1413            -5.52653            -5.50462          0.00340022
                1414            -5.51697            -5.50463          0.00339783
                1415            -5.60895             -5.5047          0.00339623
                1416            -5.61586            -5.50478          0.00339473
                1417            -5.58911            -5.50484          0.00339286
                1418            -5.52153            -5.50485          0.00339049
                1419            -5.47252            -5.50483          0.00338818
                1420            -5.48185            -5.50481          0.00338583
                1421            -5.33585            -5.50469          0.00338553
                1422            -5.41396            -5.50463          0.00338375
                1423            -5.52978            -5.50465          0.00338142
                1424            -5.46018            -5.50461          0.00337919
                1425            -5.51096            -5.50462          0.00337682
                1426            -5.49242            -5.50461          0.00337447
                1427            -5.46986            -5.50459          0.00337219
                1428            -5.40352            -5.50452          0.00337057
                1429            -5.46076            -5.50449          0.00336835
                1430            -5.49023            -5.50448          0.00336601
                1431            -5.52495            -5.50449          0.00336369
                1432            -5.50639            -5.50449          0.00336134
                1433            -5.54764            -5.50452          0.00335913
                1434             -5.6101            -5.50459          0.00335759
                1435            -5.66018             -5.5047            0.003357
                1436            -5.55562            -5.50474          0.00335485
                1437            -5.56169            -5.50478          0.00335275
                1438            -5.63445            -5.50487          0.00335163
                1439            -5.60803            -5.50494          0.00335007
                1440            -5.57847            -5.50499          0.00334813
                1441            -5.51646              -5.505          0.00334582
                1442            -5.49789            -5.50499           0.0033435
                1443            -5.58589            -5.50505          0.00334165
                1444            -5.62706            -5.50513          0.00334041
                1445            -5.57592            -5.50518          0.00333846
                1446            -5.56158            -5.50522          0.00333638
                1447            -5.51856            -5.50523          0.00333408
                1448             -5.5828            -5.50529          0.00333221
                1449            -5.60205            -5.50535          0.00333058
                1450            -5.57635             -5.5054          0.00332864
                1451            -5.53477            -5.50542          0.00332641
                1452            -5.57736            -5.50547          0.00332449
                1453            -5.51787            -5.50548          0.00332221
                1454            -5.56842            -5.50552          0.00332021
                1455            -5.57376            -5.50557          0.00331826
                1456            -5.55236             -5.5056          0.00331613
                1457            -5.34777            -5.50549          0.00331563
                1458            -5.48816            -5.50548          0.00331337
                1459            -5.55344            -5.50551          0.00331127
                1460            -5.53928            -5.50554          0.00330908
                1461            -5.51264            -5.50554          0.00330682
                1462            -5.52285            -5.50555          0.00330458
                1463            -5.49637            -5.50555          0.00330232
                1464            -5.48613            -5.50553           0.0033001
                1465            -5.51035            -5.50554          0.00329784
                1466            -5.41803            -5.50548          0.00329613
                1467            -5.51766            -5.50549           0.0032939
                1468            -5.54123            -5.50551          0.00329174
                1469            -5.46057            -5.50548          0.00328965
                1470            -5.45275            -5.50544           0.0032876
                1471            -5.46192            -5.50541           0.0032855
                1472            -5.31663            -5.50529          0.00328577
                1473             -5.3592            -5.50519          0.00328504
                1474            -5.42537            -5.50513          0.00328326
                1475            -5.45191             -5.5051          0.00328123
                1476             -5.4846            -5.50508          0.00327903
                1477            -5.49953            -5.50508          0.00327682
                1478            -5.54704            -5.50511          0.00327472
                1479            -5.48215            -5.50509          0.00327254
                1480            -5.49713            -5.50509          0.00327034
                1481            -5.51482            -5.50509          0.00326814
                1482            -5.44664            -5.50505          0.00326617
                1483            -5.47219            -5.50503          0.00326404
                1484            -5.42625            -5.50498          0.00326227
                1485            -5.48198            -5.50496          0.00326011
                1486            -5.50716            -5.50496          0.00325792
                1487             -5.5433            -5.50499          0.00325583
                1488            -5.43487            -5.50494          0.00325398
                1489            -5.36373            -5.50485          0.00325318
                1490            -5.33601            -5.50474          0.00325297
                1491            -5.35023            -5.50463          0.00325244
                1492            -5.35316            -5.50453          0.00325184
                1493             -5.4188            -5.50447          0.00325017
                1494            -5.44392            -5.50443          0.00324825
                1495            -5.43186            -5.50438          0.00324644
                1496            -5.43432            -5.50434          0.00324461
                1497             -5.3869            -5.50426          0.00324339
                1498            -5.38877            -5.50418          0.00324214
                1499            -5.42698            -5.50413          0.00324038
                1500            -5.37461            -5.50404          0.00323937
                1501            -5.41984            -5.50399           0.0032377
                1502            -5.44416            -5.50395          0.00323579
                1503            -5.37815            -5.50386          0.00323472
                1504            -5.43824            -5.50382          0.00323286
                1505            -5.39635            -5.50375           0.0032315
                1506            -5.46786            -5.50373          0.00322945
                1507            -5.52453            -5.50374          0.00322733
                1508             -5.5297            -5.50376          0.00322524
                1509            -5.44828            -5.50372          0.00322331
                1510            -5.41785            -5.50366          0.00322168
                1511            -5.35925            -5.50357          0.00322096
                1512            -5.44506            -5.50353          0.00321907
                1513            -5.44283            -5.50349          0.00321719
                1514            -5.46421            -5.50346          0.00321517
                1515            -5.42934            -5.50341          0.00321342
                1516            -5.50099            -5.50341           0.0032113
                1517            -5.50502            -5.50341          0.00320918
                1518            -5.57414            -5.50346          0.00320741
