#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
                2743            -5.36247            -5.47675          0.00224442
                2744            -5.40432            -5.47672          0.00224376
                2745            -5.41213             -5.4767          0.00224307
                2746            -5.50297            -5.47671          0.00224227
                2747            -5.44495             -5.4767          0.00224148
                2748            -5.36505            -5.47666          0.00224104
                2749            -5.38816            -5.47662          0.00224045
                2750             -5.3136            -5.47656          0.00224042
                2751            -5.37261            -5.47653          0.00223992
                2752            -5.34302            -5.47648          0.00223964
                2753             -5.3263            -5.47642          0.00223949
                2754             -5.3917            -5.47639          0.00223888
                2755            -5.45343            -5.47638          0.00223809
                2756            -5.48086            -5.47639          0.00223728
                2757            -5.43121            -5.47637          0.00223652
                2758            -5.44105            -5.47636          0.00223575
                2759            -5.46174            -5.47635          0.00223495
                2760             -5.5679            -5.47638          0.00223438
                2761            -5.44673            -5.47637           0.0022336
                2762            -5.53346            -5.47639          0.00223289
                2763            -5.46389            -5.47639          0.00223208
                2764            -5.47936            -5.47639          0.00223128
                2765            -5.51819            -5.47641          0.00223052
                2766            -5.56049            -5.47644          0.00222992
                2767            -5.55401            -5.47646          0.00222929
                2768            -5.58556             -5.4765          0.00222883
                2769             -5.5683            -5.47654          0.00222828
                2770            -5.55401            -5.47656          0.00222765
                2771            -5.50611            -5.47658          0.00222687
                2772            -5.48421            -5.47658          0.00222607
                2773            -5.48136            -5.47658          0.00222526
                2774            -5.53034             -5.4766          0.00222455
                2775            -5.53831            -5.47662          0.00222386
                2776            -5.31937            -5.47656          0.00222378
                2777            -5.36654            -5.47652          0.00222333
                2778            -5.42242            -5.47651          0.00222261
                2779            -5.50437            -5.47652          0.00222184
                2780            -5.45947            -5.47651          0.00222105
                2781            -5.47837            -5.47651          0.00222025
                2782            -5.54962            -5.47654           0.0022196
                2783             -5.4801            -5.47654          0.00221881
                2784              -5.406            -5.47651          0.00221815
                2785            -5.42973             -5.4765          0.00221742
                2786              -5.333            -5.47644          0.00221722
                2787            -5.31768            -5.47639          0.00221716
                2788            -5.34587            -5.47634          0.00221686
                2789            -5.41726            -5.47632          0.00221617
                2790            -5.37498            -5.47628          0.00221567
                2791            -5.46492            -5.47628          0.00221488
                2792            -5.47353            -5.47628          0.00221409
                2793            -5.46185            -5.47627           0.0022133
                2794            -5.41264            -5.47625          0.00221262
                2795            -5.46057            -5.47624          0.00221184
                2796            -5.44161            -5.47623          0.00221108
                2797            -5.54302            -5.47626          0.00221042
                2798            -5.55437            -5.47628          0.00220981
                2799            -5.57443            -5.47632           0.0022093
                2800            -5.55995            -5.47635          0.00220871
                2801            -5.42092            -5.47633          0.00220801
                2802            -5.45122            -5.47632          0.00220724
                2803            -5.42965             -5.4763          0.00220651
                2804            -5.50048            -5.47631          0.00220574
                2805            -5.47877            -5.47631          0.00220496
                2806            -5.45379             -5.4763          0.00220419
                2807            -5.39548            -5.47628          0.00220359
                2808            -5.35965            -5.47623           0.0022032
                2809            -5.44007            -5.47622          0.00220245
                2810            -5.43861            -5.47621          0.00220171
                2811            -5.37723            -5.47617          0.00220121
                2812            -5.36415            -5.47613          0.00220078
                2813            -5.32524            -5.47608          0.00220065
                2814            -5.28504            -5.47601          0.00220092
                2815            -5.41476            -5.47599          0.00220024
                2816            -5.44244            -5.47598           0.0021995
                2817            -5.48739            -5.47598          0.00219872
                2818             -5.5291              -5.476          0.00219802
                2819            -5.55221            -5.47603          0.00219741
                2820            -5.46987            -5.47603          0.00219663
                2821             -5.4842            -5.47603          0.00219585
                2822              -5.499            -5.47604          0.00219509
                2823            -5.41956            -5.47602           0.0021944
                2824            -5.41048            -5.47599          0.00219375
                2825            -5.42088            -5.47597          0.00219306
                2826            -5.53597            -5.47599          0.00219238
                2827            -5.51172            -5.47601          0.00219164
                2828            -5.47383            -5.47601          0.00219087
                2829            -5.47081              -5.476           0.0021901
                2830            -5.43606            -5.47599          0.00218937
                2831             -5.4348            -5.47598          0.00218864
                2832            -5.41068            -5.47595          0.00218799
                2833            -5.40947            -5.47593          0.00218735
                2834            -5.40803            -5.47591           0.0021867
                2835            -5.42003            -5.47589          0.00218602
                2836            -5.50018            -5.47589          0.00218527
                2837            -5.49159             -5.4759           0.0021845
                2838            -5.45236            -5.47589          0.00218375
                2839                -5.5             -5.4759            0.002183
                2840            -5.51916            -5.47592          0.00218228
                2841            -5.57144            -5.47595          0.00218177
                2842            -5.41405            -5.47593          0.00218111
                2843            -5.44857            -5.47592          0.00218037
                2844            -5.39831            -5.47589          0.00217977
                2845            -5.38314            -5.47586          0.00217925
                2846             -5.3069             -5.4758          0.00217929
                2847            -5.44347            -5.47579          0.00217856
                2848            -5.48389            -5.47579          0.00217779
                2849            -5.42278            -5.47577          0.00217711
                2850            -5.56257             -5.4758          0.00217656
                2851            -5.57037            -5.47584          0.00217605
                2852            -5.55249            -5.47586          0.00217545
                2853            -5.53379            -5.47588          0.00217478
                2854            -5.50028            -5.47589          0.00217404
                2855            -5.41054            -5.47587           0.0021734
                2856             -5.4591            -5.47586          0.00217264
                2857            -5.52622            -5.47588          0.00217195
                2858            -5.48212            -5.47588           0.0021712
                2859            -5.50915            -5.47589          0.00217047
                2860            -5.50743             -5.4759          0.00216974
                2861            -5.40702            -5.47588          0.00216911
                2862             -5.4004            -5.47585          0.00216851
                2863             -5.3627            -5.47581          0.00216812
                2864            -5.42276             -5.4758          0.00216744
                2865            -5.51242            -5.47581          0.00216672
                2866            -5.49366            -5.47582          0.00216597
                2867            -5.52884            -5.47583           0.0021653
                2868            -5.41307            -5.47581          0.00216465
                2869            -5.46502            -5.47581           0.0021639
                2870             -5.5441            -5.47583          0.00216328
                2871            -5.51721            -5.47585          0.00216257
                2872            -5.55715            -5.47587            0.002162
                2873            -5.51144            -5.47589          0.00216129
                2874            -5.46516            -5.47588          0.00216054
                2875            -5.50897            -5.47589          0.00215982
                2876            -5.49672             -5.4759          0.00215908
                2877             -5.4559            -5.47589          0.00215834
                2878            -5.46431            -5.47589          0.00215759
                2879            -5.49555             -5.4759          0.00215685
                2880            -5.49849            -5.47591          0.00215612
                2881             -5.4551             -5.4759          0.00215538
                2882            -5.40568            -5.47587          0.00215477
                2883              -5.448            -5.47586          0.00215405
                2884            -5.48193            -5.47587           0.0021533
                2885             -5.4603            -5.47586          0.00215256
                2886            -5.48351            -5.47586          0.00215182
                2887             -5.4315            -5.47585          0.00215113
                2888            -5.47462            -5.47585          0.00215038
                2889            -5.35982            -5.47581          0.00215001
                2890            -5.39748            -5.47578          0.00214944
                2891            -5.43227            -5.47577          0.00214875
                2892            -5.49961            -5.47577          0.00214802
                2893            -5.43576            -5.47576          0.00214732
                2894            -5.45643            -5.47575          0.00214659
                2895             -5.5042            -5.47576          0.00214587
                2896            -5.57094             -5.4758          0.00214538
                2897            -5.54605            -5.47582          0.00214478
                2898            -5.55327            -5.47585          0.00214421
                2899            -5.41955            -5.47583          0.00214356
                2900            -5.40997             -5.4758          0.00214294
                2901            -5.48478            -5.47581           0.0021422
                2902            -5.41553            -5.47579          0.00214156
                2903            -5.47942            -5.47579          0.00214083
                2904            -5.50526             -5.4758          0.00214011
                2905            -5.48776             -5.4758          0.00213938
                2906            -5.52479            -5.47582          0.00213871
                2907            -5.58526            -5.47586          0.00213831
                2908            -5.56819            -5.47589          0.00213781
                2909            -5.56588            -5.47592           0.0021373
                2910            -5.58388            -5.47596          0.00213688
                2911            -5.59539              -5.476          0.00213654
                2912            -5.50957            -5.47601          0.00213584
                2913            -5.49699            -5.47602          0.00213512
                2914            -5.48304            -5.47602          0.00213439
                2915            -5.52881            -5.47604          0.00213373
                2916            -5.50594            -5.47605          0.00213302
                2917            -5.57142            -5.47608          0.00213254
                2918            -5.56547            -5.47611          0.00213203
                2919            -5.56231            -5.47614          0.00213151
                2920            -5.61187            -5.47619          0.00213128
                2921            -5.49391            -5.47619          0.00213056
                2922            -5.49081             -5.4762          0.00212984
                2923            -5.47888             -5.4762          0.00212911
                2924            -5.45547            -5.47619           0.0021284
                2925            -5.50261             -5.4762          0.00212769
                2926            -5.54274            -5.47622          0.00212708
                2927            -5.65317            -5.47628          0.00212721
                2928            -5.63399            -5.47634          0.00212717
                2929            -5.62689            -5.47639          0.00212706
                2930            -5.65279            -5.47645          0.00212719
                2931            -5.62173             -5.4765          0.00212704
                2932            -5.54805            -5.47652          0.00212646
                2933            -5.46407            -5.47652          0.00212573
                2934            -5.45914            -5.47651          0.00212502
                2935            -5.47326            -5.47651          0.00212429
                2936            -5.48713            -5.47652          0.00212357
                2937            -5.35189            -5.47647          0.00212327
                2938            -5.44673            -5.47646          0.00212258
                2939            -5.45477            -5.47646          0.00212187
                2940             -5.4934            -5.47646          0.00212115
                2941            -5.58302             -5.4765          0.00212074
                2942            -5.65094            -5.47656          0.00212085
                2943            -5.62293            -5.47661          0.00212071
                2944            -5.57514            -5.47664          0.00212026
                2945            -5.47288            -5.47664          0.00211954
                2946             -5.4512            -5.47663          0.00211883
                2947             -5.5229            -5.47665          0.00211817
                2948            -5.57934            -5.47668          0.00211774
                2949            -5.48734            -5.47668          0.00211703
                2950             -5.5233             -5.4767          0.00211637
                2951            -5.57727            -5.47673          0.00211592
                2952            -5.54582            -5.47676          0.00211534
                2953            -5.56483            -5.47679          0.00211483
                2954            -5.55136            -5.47681          0.00211427
                2955            -5.55876            -5.47684          0.00211373
                2956             -5.5994            -5.47688          0.00211342
                2957            -5.57952            -5.47692          0.00211299
                2958            -5.57848            -5.47695          0.00211256
                2959            -5.53156            -5.47697          0.00211193
                2960            -5.42791            -5.47695          0.00211128
                2961            -5.57652            -5.47699          0.00211083
                2962            -5.55978            -5.47701           0.0021103
                2963            -5.44395              -5.477          0.00210962
                2964            -5.55507            -5.47703          0.00210907
                2965            -5.60524            -5.47707          0.00210881
                2966              -5.619            -5.47712          0.00210864
                2967            -5.54126            -5.47714          0.00210804
                2968            -5.48219            -5.47714          0.00210733
                2969            -5.37541            -5.47711           0.0021069
                2970            -5.35053            -5.47707          0.00210662
                2971            -5.47043            -5.47707          0.00210591
                2972            -5.46331            -5.47706          0.00210521
                2973             -5.4424            -5.47705          0.00210453
                2974            -5.48237            -5.47705          0.00210382
                2975            -5.58466            -5.47709          0.00210343
                2976            -5.62307            -5.47714          0.00210329
                2977            -5.58587            -5.47717           0.0021029
                2978            -5.50004            -5.47718          0.00210221
                2979            -5.48325            -5.47718          0.00210151
                2980            -5.49783            -5.47719          0.00210081
                2981            -5.51734             -5.4772          0.00210015
                2982            -5.46658             -5.4772          0.00209945
                2983            -5.55999            -5.47723          0.00209893
                2984            -5.63746            -5.47728          0.00209891
                2985            -5.59995            -5.47732          0.00209861
                2986            -5.62201            -5.47737          0.00209847
                2987            -5.55942             -5.4774          0.00209795
                2988            -5.43977            -5.47738          0.00209728
                2989            -5.49929            -5.47739          0.00209659
                2990            -5.51295             -5.4774          0.00209593
                2991             -5.5526            -5.47743          0.00209538
                2992            -5.64293            -5.47748          0.00209541
                2993            -5.48681            -5.47749          0.00209471
                2994            -5.47106            -5.47749          0.00209401
                2995            -5.49127            -5.47749          0.00209332
                2996            -5.41451            -5.47747          0.00209272
                2997            -5.46508            -5.47746          0.00209203
                2998            -5.42596            -5.47745           0.0020914
                2999            -5.41038            -5.47743          0.00209082
                3000            -5.35014            -5.47738          0.00209056
                3001            -5.39931            -5.47736          0.00209002
                3002            -5.47242            -5.47736          0.00208933
                3003            -5.46424            -5.47735          0.00208863
                3004            -5.39671            -5.47732          0.00208811
                3005            -5.42405            -5.47731          0.00208749
                3006            -5.49169            -5.47731           0.0020868
                3007            -5.46364            -5.47731          0.00208611
                3008             -5.5192            -5.47732          0.00208547
                3009            -5.51324            -5.47733          0.00208481
                3010             -5.4785            -5.47733          0.00208412
                3011            -5.41416            -5.47731          0.00208353
                3012            -5.42926             -5.4773           0.0020829
                3013            -5.38139            -5.47726          0.00208245
                3014            -5.32124            -5.47721           0.0020824
                3015            -5.34215            -5.47717          0.00208219
                3016            -5.26459             -5.4771           0.0020827
                3017            -5.36034            -5.47706          0.00208237
                3018            -5.39514            -5.47703          0.00208185
                3019            -5.41306            -5.47701          0.00208127
                3020            -5.45036              -5.477           0.0020806
                3021            -5.52497            -5.47702          0.00207997
                3022            -5.53788            -5.47704          0.00207938
                3023            -5.47368            -5.47704          0.00207869
                3024            -5.40057            -5.47701          0.00207816
                3025            -5.36378            -5.47697          0.00207781
                3026            -5.42699            -5.47696          0.00207719
                3027            -5.48822            -5.47696          0.00207651
                3028            -5.50382            -5.47697          0.00207584
                3029            -5.46984            -5.47697          0.00207516
                3030            -5.48073            -5.47697          0.00207447
                3031            -5.52662            -5.47698          0.00207385
                3032            -5.50183            -5.47699          0.00207318
                3033            -5.51096              -5.477          0.00207253
                3034            -5.51405            -5.47702          0.00207188
                3035            -5.52093            -5.47703          0.00207125
                3036            -5.48707            -5.47703          0.00207057
                3037            -5.52571            -5.47705          0.00206995
                3038            -5.66978            -5.47711          0.00207024
                3039            -5.57289            -5.47714           0.0020698
                3040            -5.51532            -5.47716          0.00206916
                3041            -5.46928            -5.47715          0.00206848
                3042            -5.55169            -5.47718          0.00206794
                3043            -5.51508            -5.47719           0.0020673
                3044            -5.51435             -5.4772          0.00206666
                3045            -5.54732            -5.47723          0.00206611
                3046            -5.51585            -5.47724          0.00206547
                3047            -5.44453            -5.47723          0.00206482
                3048            -5.45995            -5.47722          0.00206415
                3049            -5.45886            -5.47722          0.00206348
                3050            -5.51933            -5.47723          0.00206285
                3051            -5.45849            -5.47723          0.00206218
                3052            -5.46136            -5.47722          0.00206152
                3053            -5.45007            -5.47721          0.00206086
                3054            -5.42236            -5.47719          0.00206026
                3055             -5.4563            -5.47719           0.0020596
                3056            -5.39874            -5.47716          0.00205909
                3057            -5.43944            -5.47715          0.00205845
                3058            -5.49016            -5.47715          0.00205778
                3059            -5.45451            -5.47714          0.00205712
                3060            -5.39489            -5.47712          0.00205662
                3061            -5.38044            -5.47709          0.00205619
                3062            -5.38919            -5.47706          0.00205572
                3063            -5.43104            -5.47704          0.00205511
                3064            -5.42604            -5.47703           0.0020545
                3065            -5.44118            -5.47701          0.00205387
                3066            -5.43486              -5.477          0.00205324
                3067            -5.40003            -5.47698          0.00205273
                3068            -5.41528            -5.47696          0.00205216
                3069            -5.43607            -5.47694          0.00205153
                3070            -5.47948            -5.47694          0.00205086
                3071            -5.48758            -5.47695           0.0020502
                3072            -5.42449            -5.47693           0.0020496
                3073            -5.38362             -5.4769          0.00204916
                3074            -5.41241            -5.47688           0.0020486
                3075            -5.43015            -5.47686          0.00204799
                3076            -5.39247            -5.47684          0.00204751
                3077            -5.44791            -5.47683          0.00204686
                3078             -5.4301            -5.47681          0.00204626
                3079            -5.41788            -5.47679          0.00204568
                3080            -5.39749            -5.47677          0.00204518
                3081            -5.31594            -5.47671          0.00204518
                3082            -5.39163            -5.47669           0.0020447
                3083            -5.41772            -5.47667          0.00204413
                3084             -5.4787            -5.47667          0.00204347
                3085             -5.5291            -5.47668          0.00204288
                3086            -5.56625            -5.47671          0.00204242
                3087             -5.5346            -5.47673          0.00204184
                3088            -5.38898             -5.4767          0.00204138
                3089            -5.33768            -5.47666          0.00204122
                3090            -5.32749            -5.47661          0.00204113
                3091            -5.43062             -5.4766          0.00204052
                3092            -5.40401            -5.47657             0.00204
                3093            -5.36739            -5.47654          0.00203964
                3094            -5.36991             -5.4765          0.00203927
                3095            -5.35213            -5.47646          0.00203901
                3096             -5.3911            -5.47643          0.00203854
                3097            -5.40129            -5.47641          0.00203802
                3098            -5.35799            -5.47637          0.00203772
                3099            -5.43144            -5.47636          0.00203712
                3100            -5.45135            -5.47635          0.00203648
                3101             -5.4894            -5.47635          0.00203582
                3102            -5.48992            -5.47636          0.00203517
                3103            -5.54044            -5.47638          0.00203462
                3104            -5.49993            -5.47639          0.00203398
                3105            -5.52755             -5.4764          0.00203339
                3106            -5.45195             -5.4764          0.00203275
                3107             -5.5521            -5.47642          0.00203224
                3108            -5.44403            -5.47641          0.00203162
                3109            -5.52682            -5.47643          0.00203103
                3110             -5.5535            -5.47645          0.00203053
                3111            -5.59905            -5.47649          0.00203026
                3112            -5.57788            -5.47652          0.00202987
                3113            -5.61996            -5.47657          0.00202974
                3114             -5.6361            -5.47662          0.00202973
                3115             -5.6843            -5.47669          0.00203017
                3116            -5.57128            -5.47672          0.00202975
                3117            -5.52931            -5.47673          0.00202917
                3118            -5.44456            -5.47672          0.00202854
                3119            -5.43033            -5.47671          0.00202795
                3120             -5.3807            -5.47668          0.00202753
                3121            -5.46637            -5.47667          0.00202688
                3122            -5.39241            -5.47665          0.00202642
                3123            -5.38217            -5.47662          0.00202599
                3124            -5.33374            -5.47657          0.00202586
                3125            -5.32982            -5.47652          0.00202576
                3126            -5.32036            -5.47647          0.00202572
                3127            -5.30389            -5.47642          0.00202583
                3128            -5.33131            -5.47637          0.00202571
                3129            -5.36405            -5.47634          0.00202538
                3130            -5.37026             -5.4763          0.00202502
                3131            -5.47851             -5.4763          0.00202437
                3132            -5.53358            -5.47632          0.00202381
                3133            -5.50011            -5.47633          0.00202318
                3134            -5.48877            -5.47633          0.00202253
                3135            -5.49794            -5.47634           0.0020219
                3136            -5.51934            -5.47635           0.0020213
                3137            -5.37308            -5.47632          0.00202093
                3138            -5.43301            -5.47631          0.00202033
                3139            -5.36684            -5.47627          0.00201999
                3140            -5.45857            -5.47627          0.00201935
                3141             -5.4397            -5.47626          0.00201874
                3142            -5.40361            -5.47623          0.00201823
                3143            -5.58613            -5.47627          0.00201789
                3144            -5.57624             -5.4763           0.0020175
                3145            -5.53717            -5.47632          0.00201695
                3146            -5.43619            -5.47631          0.00201635
                3147            -5.37276            -5.47627          0.00201598
                3148            -5.44787            -5.47626          0.00201536
                3149            -5.40755            -5.47624          0.00201484
                3150            -5.43436            -5.47623          0.00201424
                3151             -5.4495            -5.47622          0.00201362
                3152            -5.44508            -5.47621          0.00201301
                3153            -5.46137            -5.47621          0.00201237
                3154            -5.51092            -5.47622          0.00201176
                3155             -5.4878            -5.47622          0.00201113
                3156            -5.49763            -5.47623           0.0020105
                3157            -5.47396            -5.47623          0.00200987
                3158            -5.39844             -5.4762          0.00200938
                3159            -5.43574            -5.47619          0.00200879
                3160             -5.5473            -5.47621          0.00200828
                3161            -5.51276            -5.47622          0.00200768
                3162            -5.59975            -5.47626          0.00200742
                3163            -5.44391            -5.47625          0.00200681
                3164            -5.42448            -5.47624          0.00200624
                3165             -5.4475            -5.47623          0.00200563
                3166            -5.51538            -5.47624          0.00200504
                3167            -5.50944            -5.47625          0.00200443
                3168            -5.46838            -5.47625           0.0020038
                3169            -5.38094            -5.47622          0.00200339
                3170            -5.34481            -5.47617          0.00200319
                3171             -5.3403            -5.47613          0.00200302
                3172            -5.39286            -5.47611          0.00200256
                3173            -5.29975            -5.47605           0.0020027
                3174            -5.31158              -5.476          0.00200274
                3175            -5.38331            -5.47597          0.00200232
                3176            -5.37221            -5.47594          0.00200195
                3177            -5.44589            -5.47593          0.00200135
                3178            -5.53568            -5.47595           0.0020008
                3179            -5.45788            -5.47594          0.00200018
                3180            -5.43937            -5.47593          0.00199959
                3181            -5.42082            -5.47591          0.00199903
                3182            -5.33515            -5.47587          0.00199889
                3183            -5.41607            -5.47585          0.00199836
                3184            -5.26309            -5.47578          0.00199884
                3185             -5.2711            -5.47572          0.00199925
                3186            -5.23356            -5.47564          0.00200007
                3187            -5.19604            -5.47555          0.00200136
                3188            -5.27418            -5.47549          0.00200173
                3189            -5.29708            -5.47543          0.00200188
                3190            -5.35822             -5.4754          0.00200159
                3191            -5.40478            -5.47538          0.00200109
                3192            -5.49906            -5.47538          0.00200048
                3193            -5.51668             -5.4754          0.00199989
                3194            -5.49201             -5.4754          0.00199927
                3195            -5.33351            -5.47536          0.00199914
                3196            -5.36077            -5.47532          0.00199884
                3197             -5.4196             -5.4753          0.00199829
                3198            -5.29147            -5.47525          0.00199849
                3199            -5.35356            -5.47521          0.00199823
                3200            -5.36473            -5.47517           0.0019979
                3201            -5.35394            -5.47514          0.00199763
                3202            -5.39457            -5.47511          0.00199717
                3203            -5.38031            -5.47508          0.00199676
                3204            -5.33453            -5.47504          0.00199662
                3205            -5.22786            -5.47496          0.00199749
                3206            -5.13125            -5.47485          0.00199974
                3207            -5.36999            -5.47482          0.00199938
                3208            -5.38208            -5.47479          0.00199897
                3209            -5.28501            -5.47473          0.00199922
                3210            -5.33381            -5.47469          0.00199908
                3211            -5.25862            -5.47462          0.00199959
                3212             -5.4643            -5.47462          0.00199897
                3213            -5.42039             -5.4746          0.00199842
                3214            -5.42886            -5.47459          0.00199785
                3215            -5.45498            -5.47458          0.00199724
                3216            -5.45172            -5.47457          0.00199663
                3217            -5.47184            -5.47457          0.00199601
                3218            -5.34674            -5.47453          0.00199578
                3219            -5.29414            -5.47448          0.00199595
                3220            -5.33691            -5.47443          0.00199579
                3221            -5.27619            -5.47437          0.00199612
                3222            -5.29637            -5.47432          0.00199626
                3223            -5.33747            -5.47427          0.00199609
                3224            -5.42836            -5.47426          0.00199552
                3225            -5.40003            -5.47424          0.00199504
                3226            -5.31959            -5.47419            0.001995
                3227            -5.37493            -5.47416          0.00199461
                3228            -5.44714            -5.47415          0.00199401
                3229            -5.52603            -5.47417          0.00199346
                3230             -5.5123            -5.47418          0.00199288
                3231            -5.54772             -5.4742          0.00199239
                3232            -5.56791            -5.47423          0.00199199
                3233            -5.53185            -5.47425          0.00199145
                3234             -5.5099            -5.47426          0.00199087
                3235            -5.46402            -5.47426          0.00199025
                3236            -5.43568            -5.47424          0.00198967
                3237             -5.3337             -5.4742          0.00198953
                3238            -5.25029            -5.47413          0.00199012
                3239            -5.28511            -5.47407          0.00199036
                3240            -5.42026            -5.47406          0.00198982
                3241            -5.39074            -5.47403          0.00198937
                3242            -5.38089              -5.474          0.00198896
                3243            -5.33401            -5.47396          0.00198882
                3244            -5.15169            -5.47386          0.00199068
                3245            -5.22872            -5.47378           0.0019915
                3246            -5.16487            -5.47369          0.00199316
                3247            -5.23226            -5.47361          0.00199393
                3248            -5.28403            -5.47356          0.00199417
                3249            -5.40379            -5.47353          0.00199368
                3250            -5.53132            -5.47355          0.00199314
                3251            -5.47769            -5.47355          0.00199253
                3252            -5.46603            -5.47355          0.00199192
                3253            -5.36123            -5.47352           0.0019916
                3254            -5.41537             -5.4735          0.00199107
                3255            -5.41688            -5.47348          0.00199054
                3256            -5.43906            -5.47347          0.00198995
                3257            -5.44934            -5.47346          0.00198936
                3258            -5.37265            -5.47343          0.00198899
                3259            -5.43767            -5.47342          0.00198841
                3260            -5.37205            -5.47339          0.00198804
                3261            -5.43298            -5.47338          0.00198747
                3262            -5.51252            -5.47339           0.0019869
                3263            -5.46479            -5.47339          0.00198629
                3264            -5.57904            -5.47342          0.00198594
                3265            -5.59805            -5.47346           0.0019857
                3266            -5.66675            -5.47352          0.00198598
                3267            -5.66301            -5.47357          0.00198621
                3268            -5.54469             -5.4736          0.00198573
                3269             -5.4484            -5.47359          0.00198513
                3270            -5.47383            -5.47359          0.00198453
                3271             -5.4372            -5.47358          0.00198395
                3272            -5.45352            -5.47357          0.00198335
                3273            -5.46364            -5.47357          0.00198275
                3274            -5.41796            -5.47355          0.00198222
                3275            -5.39651            -5.47353          0.00198175
                3276            -5.41627            -5.47351          0.00198122
                3277            -5.51226            -5.47352          0.00198065
                3278            -5.38637             -5.4735          0.00198023
                3279            -5.47115             -5.4735          0.00197962
                3280            -5.47159            -5.47349          0.00197902
                3281            -5.63228            -5.47354          0.00197901
                3282            -5.67909            -5.47361           0.0019794
                3283            -5.58758            -5.47364           0.0019791
                3284            -5.55447            -5.47366          0.00197865
                3285            -5.42173            -5.47365          0.00197811
                3286            -5.31056             -5.4736          0.00197813
                3287            -5.38721            -5.47357           0.0019777
                3288            -5.37012            -5.47354          0.00197735
                3289            -5.35664            -5.47351          0.00197707
                3290            -5.38342            -5.47348          0.00197666
                3291            -5.36877            -5.47345          0.00197631
                3292             -5.4098            -5.47343          0.00197581
                3293            -5.44753            -5.47342          0.00197522
                3294            -5.48592            -5.47342          0.00197463
                3295            -5.52655            -5.47344           0.0019741
                3296             -5.4114            -5.47342          0.00197359
                3297            -5.36323            -5.47339          0.00197327
                3298            -5.31283            -5.47334          0.00197327
