#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.486256            -0.486256                    0
                   2            -0.48908            -0.487668          0.000998435
                   3           -0.488408            -0.487915          0.000695426
                   4           -0.488272            -0.488004          0.000527276
                   5           -0.486388            -0.487681           0.00051137
                   6             -0.4881            -0.487751          0.000430888
                   7           -0.488204            -0.487815          0.000374168
                   8           -0.487256            -0.487746          0.000333867
                   9           -0.488116            -0.487787          0.000299298
                  10            -0.48644            -0.487652          0.000298129
                  11           -0.488848            -0.487761          0.000290176
                  12           -0.488224            -0.487799          0.000268551
                  13           -0.488312            -0.487839          0.000250772
                  14           -0.490372             -0.48802          0.000290906
                  15           -0.487856            -0.488009          0.000271717
                  16           -0.488812            -0.488059           0.00025933
                  17           -0.489484            -0.488143          0.000257266
                  18           -0.486472             -0.48805          0.000259179
                  19           -0.488084            -0.488052          0.000245544
                  20           -0.487276            -0.488013          0.000236311
