#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.322124            -0.322124                    0
                   2           -0.322704            -0.322414          0.000205061
                   3           -0.322668            -0.322499          0.000153192
                   4           -0.322408            -0.322476          0.000116559
                   5            -0.32038            -0.322057          0.000386365
                   6            -0.32196            -0.322041          0.000322308
                   7           -0.322456              -0.3221          0.000281672
                   8           -0.323528            -0.322278          0.000297697
                   9               -0.32            -0.322025          0.000356364
                  10           -0.321588            -0.321982            0.0003234
                  11           -0.319624            -0.321767          0.000358045
                  12           -0.322664            -0.321842          0.000335915
                  13            -0.32124            -0.321796          0.000313251
                  14           -0.322544            -0.321849          0.000295401
                  15           -0.320612            -0.321767          0.000286991
                  16           -0.323372            -0.321867          0.000286055
                  17            -0.32078            -0.321803          0.000276282
                  18           -0.322376            -0.321835           0.00026276
                  19           -0.320344            -0.321756          0.000260384
                  20           -0.321808            -0.321759          0.000247377
