#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             6.55496             6.55496                   0
                   2             6.44917             6.50206           0.0374015
                   3             6.58699             6.53037           0.0339994
                   4             6.54409              6.5338           0.0256721
                   5             6.67296             6.56163           0.0322714
                   6             6.51912             6.55455           0.0276596
                   7             6.52422             6.55022           0.0240451
                   8             6.60654             6.55726           0.0220461
                   9             6.50978             6.55198           0.0202178
                  10             6.52163             6.54895           0.0184224
                  11             6.51515             6.54587           0.0170019
                  12             6.64155             6.55385           0.0173541
                  13             6.63546             6.56013           0.0171171
                  14             6.59675             6.56274           0.0160931
                  15             6.50974             6.55921           0.0154032
                  16             6.62461              6.5633           0.0149731
                  17              6.5915             6.56496            0.014184
                  18             6.51321             6.56208           0.0136843
                  19             6.52891             6.56033           0.0130749
                  20             6.51687             6.55816           0.0126005
