#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.408028            -0.408028                    0
                   2           -0.408744            -0.408386          0.000253144
                   3           -0.408288            -0.408353          0.000170858
                   4           -0.406836            -0.407974           0.00035262
                   5           -0.406984            -0.407776          0.000333079
                   6           -0.407188            -0.407678          0.000291626
                   7           -0.409384            -0.407922          0.000336741
                   8            -0.40936            -0.408101          0.000339264
                   9           -0.406084            -0.407877          0.000368253
                  10            -0.40644            -0.407734          0.000358382
                  11           -0.406668            -0.407637          0.000338642
                  12           -0.406952             -0.40758          0.000315192
                  13           -0.405524            -0.407422          0.000328224
                  14           -0.407744            -0.407445          0.000305587
                  15            -0.40614            -0.407358          0.000297333
                  16           -0.409644              -0.4075            0.0003112
                  17            -0.40664             -0.40745          0.000296982
                  18           -0.406868            -0.407418          0.000282237
                  19           -0.408188            -0.407458           0.00027028
                  20           -0.407484            -0.407459          0.000256769
