#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.462036            -0.462036                    0
                   2           -0.461864             -0.46195          6.08112e-05
                   3            -0.46188            -0.461927          4.47942e-05
                   4           -0.461924            -0.461926          3.36006e-05
                   5           -0.461484            -0.461838          8.35117e-05
                   6           -0.461008            -0.461699          0.000144134
                   7           -0.464148            -0.462049          0.000346625
                   8           -0.464572            -0.462365          0.000423093
                   9           -0.460224            -0.462127          0.000437856
                  10           -0.461676            -0.462082          0.000396383
                  11           -0.462952            -0.462161          0.000368161
                  12           -0.462224            -0.462166          0.000337519
                  13           -0.461752            -0.462134          0.000313055
                  14             -0.4628            -0.462182          0.000294284
                  15           -0.461216            -0.462117           0.00028162
                  16           -0.462552            -0.462145          0.000265325
                  17           -0.461696            -0.462118          0.000251026
                  18           -0.461896            -0.462106          0.000237384
                  19           -0.462136            -0.462107          0.000224895
                  20           -0.462492            -0.462127          0.000214471
