#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             67.1353             67.1353                   0
                   2             67.0932             67.1142           0.0148846
                   3             67.0236              67.084           0.0265926
                   4             68.7146             67.4917            0.353591
                   5             67.2725             67.4478            0.285577
                   6             68.6089             67.6414            0.296378
                   7              68.861             67.8156            0.300926
                   8             65.8929             67.5752            0.346228
                   9             67.3743             67.5529            0.308477
                  10             66.9938              67.497            0.282651
                  11             68.1834             67.5594            0.263753
                  12             67.9555             67.5924             0.24383
                  13             69.3324             67.7263             0.25922
                  14             66.4899              67.638            0.255304
                  15             67.3849             67.6211            0.238841
                  16             66.6847             67.5626            0.230972
                  17             67.2407             67.5436             0.21816
                  18             70.2961             67.6965             0.25404
                  19             67.5624             67.6895            0.240768
                  20             68.7816             67.7441             0.23484
