#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.357272            -0.357272                    0
                   2            -0.35572            -0.356496          0.000548715
                   3           -0.357432            -0.356808          0.000445772
                   4           -0.358752            -0.357294          0.000537516
                   5           -0.354724             -0.35678          0.000629498
                   6           -0.355884            -0.356631          0.000542005
                   7           -0.354792            -0.356368          0.000524374
                   8           -0.355968            -0.356318          0.000461205
                   9           -0.356024            -0.356285          0.000411115
                  10           -0.357296            -0.356386          0.000382225
                  11           -0.355468            -0.356303          0.000356479
                  12            -0.35552            -0.356238          0.000332689
                  13           -0.357228            -0.356314          0.000315699
                  14           -0.355808            -0.356278           0.00029521
                  15           -0.356556            -0.356296          0.000276111
                  16           -0.357536            -0.356374          0.000269507
                  17           -0.355804             -0.35634          0.000255729
                  18           -0.356344             -0.35634          0.000241522
                  19             -0.3573            -0.356391          0.000234031
                  20           -0.355752            -0.356359          0.000224499
