#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             377.399             377.399                   0
                   2             362.247             369.823             5.35704
                   3             358.501             366.049              4.7171
                   4             374.558             368.176             3.98872
                   5             380.606             370.662             3.88922
                   6             364.637             369.658             3.36816
                   7              369.98             369.704             2.88731
                   8             361.847             368.722             2.68823
                   9             372.712             369.165             2.42581
                  10             400.299             372.279             3.67293
                  11             369.539              372.03             3.34746
                  12             364.078             371.367              3.1334
                  13             370.963             371.336             2.89253
                  14             384.681             372.289             2.83864
                  15             379.923             372.798             2.69463
                  16             355.531             371.719              2.7338
                  17             363.396             371.229             2.61646
                  18             365.849              370.93             2.48811
                  19             367.514             370.751             2.36365
                  20             368.364             370.631             2.24848
