#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.499988            -0.499988                    0
                   2           -0.504412              -0.5022           0.00156412
                   3           -0.502284            -0.502228             0.001043
                   4           -0.502012            -0.502174          0.000783645
                   5           -0.500512            -0.501842          0.000693841
                   6           -0.501044            -0.501709          0.000590798
                   7           -0.502784            -0.501862          0.000525991
                   8            -0.50058            -0.501702          0.000484049
                   9           -0.501484            -0.501678          0.000430871
                  10           -0.500828            -0.501593          0.000396075
                  11           -0.503352            -0.501753          0.000391025
                  12           -0.501636            -0.501743          0.000358561
                  13           -0.502664            -0.501814          0.000337906
                  14           -0.503328            -0.501922          0.000330625
                  15            -0.50022            -0.501809          0.000327476
                  16           -0.501512             -0.50179          0.000307532
                  17           -0.503076            -0.501866          0.000298601
                  18            -0.50116            -0.501826          0.000284574
                  19           -0.501464            -0.501807          0.000270235
                  20           -0.500524            -0.501743          0.000264232
