#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             13.9971             13.9971                   0
                   2             13.8893             13.9432           0.0381204
                   3             13.9484             13.9449           0.0254538
                   4             13.7576             13.8981           0.0448269
                   5             14.0013             13.9188           0.0403374
                   6             13.9842             13.9297           0.0350597
                   7             14.2525             13.9758            0.052216
                   8             14.1027             13.9917           0.0480386
                   9             14.0334             13.9963            0.042924
                  10             13.5693             13.9536           0.0559759
                  11             14.1552             13.9719           0.0538043
                  12             13.9016             13.9661            0.049639
                  13             13.9132              13.962           0.0459871
                  14              13.874             13.9557           0.0431301
                  15             14.2915             13.9781           0.0456956
                  16             14.1402             13.9882           0.0439483
                  17             13.8473             13.9799           0.0421376
                  18             13.9739             13.9796            0.039798
                  19             14.0715             13.9844           0.0379959
                  20             14.0096             13.9857           0.0361169
