#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.847136            -0.847136                    0
                   2           -0.842732            -0.844934           0.00155705
                   3             -0.8399            -0.843256           0.00171891
                   4           -0.840508            -0.842569           0.00141984
                   5             -0.8417            -0.842395           0.00114646
                   6           -0.843176            -0.842525          0.000962744
                   7            -0.84242             -0.84251          0.000825326
                   8           -0.842312            -0.842486          0.000722533
                   9           -0.842624            -0.842501          0.000642415
                  10           -0.841936            -0.842444          0.000580652
                  11           -0.846088            -0.842776           0.00061513
                  12           -0.847892            -0.843202          0.000696122
                  13            -0.84026            -0.842976          0.000678363
                  14           -0.845176            -0.843133          0.000647859
                  15           -0.838436             -0.84282          0.000676117
                  16           -0.841572            -0.842742          0.000638341
                  17            -0.84642            -0.842958          0.000636405
                  18           -0.836448            -0.842596          0.000696277
                  19            -0.84114             -0.84252          0.000663837
                  20           -0.846516             -0.84272          0.000660031
