#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.342004            -0.342004                    0
                   2           -0.341364            -0.341684          0.000226274
                   3           -0.342612            -0.341993          0.000294189
                   4           -0.343436            -0.342354          0.000382417
                   5           -0.340076            -0.341898          0.000509561
                   6           -0.341232            -0.341787          0.000436571
                   7           -0.340752            -0.341639          0.000398471
                   8           -0.341136            -0.341576          0.000353596
                   9            -0.34118            -0.341532           0.00031704
                  10           -0.343048            -0.341684          0.000319514
                  11           -0.340652             -0.34159          0.000303929
                  12           -0.342496            -0.341666          0.000287823
                  13           -0.341464             -0.34165            0.0002661
                  14           -0.341124            -0.341613          0.000249733
                  15            -0.34246            -0.341669          0.000239389
                  16           -0.343108            -0.341759          0.000240728
                  17           -0.341744            -0.341758          0.000226569
                  18           -0.341308            -0.341733          0.000215358
                  19           -0.342424            -0.341769           0.00020707
                  20           -0.340156            -0.341689           0.00021185
