#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1               138.4               138.4                   0
                   2             140.212             139.306            0.640897
                   3             139.899             139.504            0.456749
                   4             137.438             138.987             0.56339
                   5             136.206             138.431            0.671253
                   6             139.439             138.599            0.580035
                   7             140.244             138.834            0.542697
                   8             133.943             138.223            0.743327
                   9             143.539             138.813            0.864143
                  10             140.283              138.96            0.790125
                  11             137.824             138.857            0.725021
                  12             139.469             138.908            0.666396
                  13             144.717             139.355            0.750134
                  14             137.206             139.201            0.712087
                  15             141.749             139.371            0.684568
                  16             140.761             139.458            0.647272
                  17             141.583             139.583            0.621148
                  18             137.107             139.446            0.601684
                  19             139.466             139.447            0.570018
                  20             141.219             139.535            0.548365
