#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             21.2576             21.2576                   0
                   2              21.162             21.2098           0.0338048
                   3             21.4373             21.2856           0.0658968
                   4             23.4933             21.8375            0.480532
                   5             20.8946             21.6489            0.419805
                   6             21.4348             21.6132            0.351351
                   7             21.0879             21.5382            0.309071
                   8             21.8208             21.5735            0.272449
                   9             20.8009             21.4877            0.255342
                  10             22.0163             21.5405            0.235216
                  11             21.9988             21.5822            0.217491
                  12             22.5519              21.663            0.213854
                  13             21.3733             21.6407            0.198561
                  14             21.5443             21.6338            0.184498
                  15             21.4634             21.6225            0.172548
                  16             21.8269             21.6352            0.162236
                  17              22.266             21.6724            0.156878
                  18             21.9539              21.688             0.14894
                  19             20.5969             21.6306            0.151769
                  20             21.5133             21.6247            0.144294
