#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.875572            -0.875572                    0
                   2            -0.86802            -0.871796           0.00267004
                   3            -0.86646            -0.870017            0.0022973
                   4           -0.874364            -0.871104           0.00196323
                   5             -0.8708            -0.871043           0.00157153
                   6           -0.872148            -0.871227           0.00132035
                   7           -0.865264            -0.870375           0.00137945
                   8           -0.871324            -0.870494            0.0012121
                   9           -0.869232            -0.870354            0.0010855
                  10           -0.864264            -0.869745           0.00113499
                  11           -0.876796            -0.870386           0.00119924
                  12           -0.875364            -0.870801           0.00116886
                  13           -0.865984             -0.87043           0.00113615
                  14           -0.872168            -0.870554           0.00106176
                  15            -0.87016            -0.870528            0.0009913
                  16           -0.868988            -0.870432          0.000934005
                  17           -0.870264            -0.870422          0.000879116
                  18            -0.86508            -0.870125          0.000878942
                  19           -0.868056            -0.870016          0.000839401
                  20            -0.87332            -0.870181          0.000813523
