#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             43.7184             43.7184                   0
                   2             45.7709             44.7446            0.725661
                   3             43.7436              44.411            0.555217
                   4             43.7858             44.2547             0.43786
                   5             44.9918             44.4021            0.374283
                   6              45.835             44.6409            0.380539
                   7             44.9382             44.6834            0.328537
                   8             44.1346             44.6148            0.294543
                   9             43.6438             44.5069            0.280879
                  10             45.0962             44.5658              0.2589
                  11             44.4434             44.5547            0.235603
                  12             44.9953             44.5914            0.218811
                  13             44.1398             44.5567            0.204719
                  14              44.357             44.5424            0.190593
                  15             44.4522             44.5364            0.177981
                  16             44.0614             44.5067            0.169315
                  17             43.5359             44.4496             0.16871
                  18             45.0902             44.4852            0.163048
                  19             43.9137             44.4551            0.157216
                  20             44.2029             44.4425             0.14986
