#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.389012            -0.389012                    0
                   2             -0.3895            -0.389256          0.000172534
                   3           -0.389236            -0.389249          0.000115151
                   4           -0.389396            -0.389286          9.20163e-05
                   5            -0.38838            -0.389105          0.000178005
                   6           -0.389004            -0.389088          0.000149128
                   7           -0.390412            -0.389277          0.000216802
                   8           -0.390836            -0.389472          0.000263078
                   9           -0.387396            -0.389241          0.000319343
                  10           -0.387736            -0.389091          0.000320933
                  11           -0.387372            -0.388935          0.000327594
                  12            -0.38878            -0.388922          0.000300548
                  13           -0.387372            -0.388802          0.000300139
                  14           -0.389092            -0.388823          0.000279412
                  15           -0.387368            -0.388726          0.000277114
                  16            -0.39114            -0.388877          0.000298046
                  17           -0.388092            -0.388831          0.000284068
                  18             -0.3877            -0.388768          0.000275146
                  19           -0.389412            -0.388802          0.000262744
                  20           -0.388968             -0.38881          0.000249738
