#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             45.7045             45.7045                   0
                   2             47.7109             46.7077            0.709341
                   3             45.6326             46.3493            0.556102
                   4             46.3491             46.3493            0.417076
                   5             46.8742             46.4543            0.346621
                   6             48.2635             46.7558            0.399005
                   7             47.0877             46.8032            0.344809
                   8             46.3706             46.7491            0.305919
                   9             45.6107             46.6226            0.296927
                  10             47.0008             46.6605            0.269632
                  11             46.1707             46.6159            0.248769
                  12             47.4739             46.6874            0.238091
                  13             46.4085              46.666            0.220741
                  14             46.3259             46.6417            0.206306
                  15             46.5777             46.6374            0.192596
                  16             46.2721             46.6146            0.181907
                  17             45.5477             46.5518             0.18171
                  18             47.4122             46.5996             0.17779
                  19             45.7653             46.5557            0.173772
                  20             46.2559             46.5407            0.165728
