#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.417632            -0.417632                    0
                   2           -0.418528             -0.41808          0.000316784
                   3            -0.41746            -0.417873          0.000270324
                   4           -0.416672            -0.417573           0.00032978
                   5           -0.417124            -0.417483          0.000275779
                   6           -0.417508            -0.417487          0.000229847
                   7           -0.419632            -0.417794          0.000345359
                   8           -0.418972            -0.417941          0.000332114
                   9           -0.416408            -0.417771          0.000336066
                  10           -0.416716            -0.417665          0.000318579
                  11            -0.41694            -0.417599           0.00029636
                  12            -0.41686            -0.417538          0.000277993
                  13           -0.415392            -0.417373          0.000301653
                  14           -0.417236            -0.417363          0.000280264
                  15           -0.415832            -0.417261          0.000279545
                  16           -0.419376            -0.417393          0.000291662
                  17            -0.41668            -0.417351          0.000277505
                  18           -0.416956            -0.417329          0.000262954
                  19           -0.417448            -0.417335          0.000249189
                  20           -0.417916            -0.417364          0.000238415
