#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             87.4469             87.4469                   0
                   2             90.4931               88.97             1.07702
                   3             88.0635             88.6678            0.759218
                   4             90.7232             89.1817            0.722671
                   5             88.8223             89.1098            0.581701
                   6             87.6563             88.8676            0.532809
                   7             88.8166             88.8603            0.456743
                   8             86.0737              88.512            0.515637
                   9             88.5048             88.5112            0.458344
                  10              87.769             88.4369            0.418475
                  11             87.7766             88.3769            0.384714
                  12             88.1104             88.3547            0.353295
                  13              92.756             88.6933            0.460608
                  14             86.4744             88.5348            0.454157
                  15             89.9789              88.631            0.433964
                  16             89.0223             88.6555            0.407529
                  17             89.4336             88.7013            0.386119
                  18             92.1562             88.8932            0.409607
                  19             86.2405             88.7536            0.411156
                  20              91.427             88.8873            0.411753
