#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1            -0.51504             -0.51504                    0
                   2           -0.516972            -0.516006          0.000683065
                   3           -0.515604            -0.515872          0.000468336
                   4           -0.515584              -0.5158          0.000356744
                   5           -0.514896            -0.515619          0.000328026
                   6            -0.51586            -0.515659          0.000275799
                   7           -0.517488            -0.515921          0.000338202
                   8             -0.5173            -0.516093          0.000337028
                   9           -0.513468            -0.515801          0.000406652
                  10            -0.51608            -0.515829           0.00036694
                  11           -0.517444            -0.515976          0.000361757
                  12           -0.516428            -0.516014          0.000333566
                  13           -0.516624            -0.516061          0.000311193
                  14           -0.517092            -0.516134          0.000297558
                  15           -0.514368            -0.516017          0.000300116
                  16            -0.51756            -0.516113          0.000296458
                  17           -0.517052            -0.516168          0.000284118
                  18            -0.51562            -0.516138          0.000269961
                  19           -0.515416              -0.5161          0.000258412
                  20           -0.517948            -0.516192          0.000261493
