#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             33.2634             33.2634                   0
                   2             33.9841             33.6238            0.254823
                   3             33.1719             33.4732            0.209717
                   4             33.0201             33.3599            0.185365
                   5             34.1475             33.5174            0.204546
                   6              34.147             33.6223            0.195526
                   7             34.1017             33.6908            0.179186
                   8             33.5681             33.6755            0.157443
                   9             33.2547             33.6287            0.146726
                  10             34.0011              33.666            0.136696
                  11             33.5453              33.655            0.124709
                  12              33.954             33.6799             0.11678
                  13             33.4759             33.6642            0.108846
                  14              33.344             33.6414            0.103447
                  15             33.1267              33.607            0.102081
                  16             33.4151              33.595           0.0964033
                  17              32.618             33.5376            0.106495
                  18             34.0647             33.5669            0.104528
                  19             33.1235             33.5435            0.101598
                  20             33.5613             33.5444           0.0965225
