#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.870444            -0.870444                    0
                   2           -0.870236             -0.87034          7.35391e-05
                   3           -0.868144            -0.869608          0.000599683
                   4           -0.869584            -0.869602          0.000449792
                   5           -0.873848            -0.870451          0.000840472
                   6            -0.87154            -0.870633          0.000719717
                   7           -0.873364            -0.871023          0.000714888
                   8           -0.873568            -0.871341           0.00069271
                   9           -0.865932             -0.87074          0.000836783
                  10           -0.867488            -0.870415          0.000813847
                  11           -0.872016             -0.87056          0.000752766
                  12           -0.868392             -0.87038          0.000711392
                  13           -0.870012            -0.870351          0.000657232
                  14           -0.874552            -0.870651          0.000675312
                  15           -0.871444            -0.870704          0.000632354
                  16           -0.870384            -0.870684          0.000593149
                  17            -0.87004            -0.870646          0.000559467
                  18           -0.868168            -0.870509          0.000545065
                  19           -0.866576            -0.870302          0.000554286
                  20            -0.87112            -0.870343          0.000528079
