#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.335044            -0.335044                    0
                   2            -0.33506            -0.335052          5.65686e-06
                   3           -0.335156            -0.335087          2.85553e-05
                   4           -0.336292            -0.335388           0.00026184
                   5           -0.334384            -0.335187          0.000275926
                   6            -0.33494            -0.335146          0.000232994
                   7             -0.3336            -0.334925           0.00028582
                   8           -0.333292            -0.334721          0.000314661
                   9           -0.334588            -0.334706          0.000280045
                  10           -0.336768            -0.334912          0.000319034
                  11           -0.333596            -0.334793          0.000311669
                  12           -0.335872            -0.334883          0.000298392
                  13           -0.335312            -0.334916           0.00027726
                  14           -0.334728            -0.334902           0.00025778
                  15            -0.33704            -0.335045          0.000277204
                  16           -0.335692            -0.335085          0.000262813
                  17            -0.33514            -0.335088          0.000247373
                  18           -0.334752             -0.33507          0.000234336
                  19           -0.335016            -0.335067          0.000222019
                  20           -0.334884            -0.335058          0.000211107
