#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.949444            -0.949444                    0
                   2           -0.953596             -0.95152           0.00146795
                   3           -0.945772            -0.949604           0.00184529
                   4           -0.954896            -0.950927            0.0017967
                   5           -0.951564            -0.951054           0.00144187
                   6            -0.94454            -0.949969           0.00155759
                   7           -0.947112            -0.949561           0.00138751
                   8           -0.961216            -0.951017           0.00182518
                   9           -0.944544            -0.950298           0.00175841
                  10             -0.9569            -0.950958           0.00170199
                  11            -0.95526            -0.951349           0.00159155
                  12           -0.954132            -0.951581           0.00147572
                  13           -0.954164             -0.95178           0.00137551
                  14            -0.95458             -0.95198           0.00129172
                  15            -0.95684            -0.952304           0.00124557
                  16           -0.948256            -0.952051           0.00119314
                  17           -0.949508            -0.951901            0.0011323
                  18           -0.962848             -0.95251           0.00122184
                  19           -0.946704            -0.952204           0.00119513
                  20           -0.951684            -0.952178           0.00113565
