#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.582772            -0.582772                    0
                   2            -0.58416            -0.583466          0.000490732
                   3           -0.582216            -0.583049          0.000471986
                   4           -0.581232            -0.582595          0.000529266
                   5             -0.5838            -0.582836          0.000475125
                   6           -0.582732            -0.582819          0.000396253
                   7           -0.583224            -0.582877           0.00034385
                   8           -0.580956            -0.582637          0.000375436
                   9            -0.58334            -0.582715          0.000341761
                  10           -0.581432            -0.582586          0.000330781
                  11           -0.582424            -0.582572          0.000301039
                  12            -0.58108            -0.582447          0.000300522
                  13           -0.584364            -0.582595          0.000311478
                  14            -0.58292            -0.582618          0.000290095
                  15           -0.580244             -0.58246          0.000310945
                  16           -0.583036            -0.582496          0.000293589
                  17            -0.58418            -0.582595          0.000292559
                  18           -0.582648            -0.582598           0.00027632
                  19            -0.58344            -0.582642          0.000265309
                  20            -0.58292            -0.582656          0.000252407
