#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.530396            -0.530396                    0
                   2           -0.533168            -0.531782           0.00098005
                   3           -0.531408            -0.531657          0.000661248
                   4           -0.530684            -0.531414          0.000538852
                   5           -0.530148            -0.531161          0.000486949
                   6           -0.531608            -0.531235          0.000411455
                   7           -0.532736             -0.53145           0.00040469
                   8           -0.532744            -0.531612          0.000385087
                   9           -0.528728            -0.531291          0.000456522
                  10           -0.531172            -0.531279          0.000411026
                  11           -0.533204            -0.531454          0.000409215
                  12           -0.531688            -0.531474          0.000375577
                  13           -0.531148            -0.531449          0.000347521
                  14           -0.532464            -0.531521           0.00033018
                  15           -0.529048            -0.531356          0.000346899
                  16            -0.53346            -0.531488          0.000349248
                  17           -0.533092            -0.531582          0.000341215
                  18           -0.532296            -0.531622          0.000324555
                  19           -0.530344            -0.531555          0.000314364
                  20           -0.533872             -0.53167          0.000319288
