#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
                   1             2002.38             2002.38                   0
                   2             1958.28             1980.33             15.5926
                   3             1670.95              1877.2             84.8403
                   4             1793.74             1856.34             66.1464
                   5             1945.16              1874.1             55.2513
                   6                1825             1865.92              46.645
                   7             1869.84             1866.48             39.9848
                   8              2198.2             1907.94             52.2353
                   9             1670.84              1881.6             52.6577
                  10             2091.23             1902.56             51.3957
                  11              1884.2             1900.89             46.7505
                  12              2133.3             1920.26             46.6941
                  13             1747.12             1906.94             44.9614
                  14             1887.36             1905.54             41.7716
                  15             1954.63             1908.82             39.1148
                  16             1912.44             1909.04             36.6708
                  17             2030.13             1916.17             35.1987
                  18             2066.96             1924.54             34.2257
                  19             1897.98             1923.15             32.4528
                  20             2110.65             1932.52             32.1559
