#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1           -0.438984            -0.438984                    0
                   2            -0.43886            -0.438922          4.38406e-05
                   3           -0.438552            -0.438799          0.000104857
                   4            -0.43864            -0.438759          8.58181e-05
                   5            -0.43868            -0.438743          7.00939e-05
                   6            -0.43796            -0.438613          0.000132707
                   7           -0.441008            -0.438955          0.000336609
                   8           -0.440968            -0.439207          0.000377038
                   9           -0.437636            -0.439032          0.000373349
                  10           -0.438816             -0.43901          0.000336638
                  11             -0.4393            -0.439037          0.000307062
                  12            -0.43844            -0.438987          0.000285472
                  13           -0.437472             -0.43887          0.000286313
                  14           -0.439288              -0.4389          0.000267411
                  15             -0.4371             -0.43878          0.000275202
                  16           -0.440628            -0.438896           0.00028119
                  17           -0.438072            -0.438847          0.000268792
                  18            -0.43882            -0.438846          0.000253864
                  19           -0.438076            -0.438805          0.000243714
                  20           -0.439016            -0.438816          0.000231756
