0 3.13195 0
100000 3.14446 0.0125076
200000 3.13941 0.00881262
300000 3.14161 0.00660948
400000 3.14406 0.00567736
500000 3.14253 0.00488088
600000 3.14077 0.00448655
700000 3.14225 0.00415668
800000 3.13903 0.00487497
900000 3.13799 0.00448299
1000000 3.13953 0.00433569
1100000 3.13904 0.00398744
1200000 3.13958 0.00370719
1300000 3.13846 0.00361191
1400000 3.13725 0.00357108
1500000 3.13598 0.00357626
1600000 3.13562 0.00337833
1700000 3.13526 0.00320498
1800000 3.13542 0.00303593
1900000 3.13537 0.00288059
2000000 3.13548 0.00274195
2100000 3.13524 0.00262458
2200000 3.13635 0.00274222
2300000 3.13662 0.00263867
2400000 3.13692 0.00254931
2500000 3.13609 0.00258828
2600000 3.136 0.00249199
2700000 3.13596 0.00240167
2800000 3.13555 0.00235366
2900000 3.13552 0.00227407
3000000 3.13546 0.00220026
3100000 3.13539 0.00213154
3200000 3.13526 0.00207009
3300000 3.13567 0.00205035
3400000 3.13604 0.00202392
3500000 3.13591 0.00197101
3600000 3.13651 0.0020083
3700000 3.13662 0.00195815
3800000 3.13677 0.00191318
3900000 3.13645 0.00189262
4000000 3.13675 0.00187074
4100000 3.13703 0.001847
4200000 3.13709 0.00180439
4300000 3.13674 0.00179691
4400000 3.13658 0.00176389
4500000 3.13658 0.00172512
4600000 3.13656 0.0016881
4700000 3.13669 0.00165747
4800000 3.1364 0.00164904
4900000 3.13639 0.00161575
5000000 3.13614 0.00160278
5100000 3.13625 0.00157502
5200000 3.13637 0.00154993
5300000 3.13615 0.00153595
5400000 3.13615 0.00150777
5500000 3.13639 0.00149969
5600000 3.13636 0.00147338
5700000 3.13674 0.0014966
5800000 3.13672 0.00147115
5900000 3.1364 0.00148254
6000000 3.1364 0.00145804
6100000 3.13634 0.00143548
6200000 3.13634 0.00141252
6300000 3.13616 0.0014025
6400000 3.13595 0.00139584
6500000 3.13577 0.00138616
6600000 3.13568 0.00136814
6700000 3.13588 0.00136142
6800000 3.13606 0.00135419
6900000 3.1358 0.00135919
7000000 3.13567 0.00134662
7100000 3.13584 0.00133847
7200000 3.13596 0.0013254
7300000 3.13584 0.00131277
7400000 3.13521 0.00143734
7500000 3.13511 0.00142198
7600000 3.13493 0.00141466
7700000 3.13508 0.00140403
7800000 3.13512 0.00138684
7900000 3.13537 0.00139191
8000000 3.13543 0.00137581
8100000 3.13542 0.001359
8200000 3.13519 0.00136168
8300000 3.13547 0.0013753
8400000 3.13568 0.00137402
8500000 3.13586 0.00137004
8600000 3.13593 0.00135627
8700000 3.13606 0.00134679
8800000 3.13628 0.00134877
8900000 3.13634 0.00133511
9000000 3.13646 0.00132627
9100000 3.13642 0.00131254
9200000 3.13642 0.00129837
9300000 3.1363 0.00129052
9400000 3.1363 0.00127686
9500000 3.13633 0.00126399
9600000 3.13621 0.00125682
9700000 3.13623 0.00124405
9800000 3.13627 0.00123225
9900000 3.13619 0.00122299
