#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                   1            -0.62186             -0.62186                    0
                   2           -0.621208            -0.621534          0.000230517
                   3           -0.619176            -0.620748           0.00065991
                   4           -0.620704            -0.620737          0.000495024
                   5           -0.621016            -0.620793          0.000399152
                   6           -0.620864            -0.620805          0.000332803
                   7           -0.622436            -0.621038          0.000357667
                   8           -0.621428            -0.621087          0.000316268
                   9           -0.619016            -0.620856          0.000355074
                  10           -0.620072            -0.620778          0.000328117
                  11           -0.619584            -0.620669          0.000315732
                  12           -0.621464            -0.620736          0.000296283
                  13           -0.622948            -0.620906          0.000318639
                  14            -0.62056            -0.620881          0.000296835
                  15           -0.619488            -0.620788          0.000291214
                  16            -0.62248            -0.620894          0.000291577
                  17            -0.62098            -0.620899          0.000274469
                  18           -0.619196            -0.620804          0.000275045
                  19           -0.622072            -0.620871          0.000268538
                  20           -0.623524            -0.621004             0.000286
