#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
                   1             20.6158             20.6158                   0
                   2              20.094             20.3549            0.184504
                   3             20.0589             20.2562             0.14704
                   4             20.2681             20.2592             0.11031
                   5             19.9491             20.1972            0.104231
                   6             19.4486             20.0724             0.14324
                   7             20.0062              20.063            0.123089
                   8               20.07             20.0638            0.107706
                   9              20.608             20.1243            0.111427
                  10             20.4184             20.1537            0.104094
                  11             19.8247             20.1238           0.0988332
                  12              20.247             20.1341           0.0911286
                  13             21.0779             20.2067            0.109279
                  14             20.2724             20.2114            0.101574
                  15             19.9036             20.1909           0.0968528
                  16              20.327             20.1994           0.0911726
                  17             20.5699             20.2212           0.0883767
                  18             20.8586             20.2566           0.0902835
                  19             19.8684             20.2362           0.0878126
                  20              20.087             20.2287            0.083738
